Family APG2,FAMFOSTER,FamCroat,Genus,Prefix,Species,Author,v/s,Varsub,Varsubauth,chg,catpan,chg2,SYNONYMS,Voucher spec,Syn ref,Syn_notes,For/Mar_RF,LF_RF,BCI_STAT,BCI cult,,
Acanthaceae,Acanthaceae,Acanthaceae,Hygrophila,,costata,Nees,,,,syn.,,,Hygrophila guianensis Nees  ,"Croat 5248 (MO), 6402 (MO): det. L.Durkee 1996","Durkee, L. 2001 (Fl Nic); Wasshausen, D. 1995 (Fl Ven Guay 2)",,M,Hw,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Justicia,,graciliflora,(Standl.) D.N. Gibson,,,,,,,    ,,,,F,V,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Justicia,,pectoralis,Jacq.,var.,pectoralis,,(+var.),,,,,,,M,Hw,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Lepidagathis,,alopecuroidea,(Vahl) R. Br. Ex Griseb.,,,,syn.,,,Teliostachya alopecuroidea (Vahl) Nees  ,Croat 7967 (MO): det. L.Durkee 1996,"Durkee, L. 2001 (Fl Nic); Wasshausen, D. 1995 (Fl Ven Guay 2)",,F,H,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Mendoncia,,gracilis,Turrill,,,,,,,    ,,,,F,V,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Mendoncia,,retusa,Turrill,,,,det.,,,Mendoncia litoralis Leonard sensu Croat (1978)  ,"Croat 8615 (F,MO), Foster 1454 (MO): det. Durkee 1974","Hensold, N. 2005 (pers. comm.)",The Fl. Pan. treatment (Durkee 1978) has several errors in specimen citation; this may explain how Croat came to use the name M. litoralis for M. retusa. Mendoncia litoralis is a pubescent species not easily confused with M. retusa.,F,V,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Nelsonia,,canescens,(Lam.) Spreng.,,,,det.,,,"Nelsonia brunelloides (Lam.) Kuntze sensu Croat (1978); Nelsonia brunellodes, orth. var. (Croat 1978) ",,"Correa, M. 2004 (Cat. Pan), citing T.Daniel (pers. comm.)","Previously N. brunelloides was treated as a true synonym of N. canescens (Wasshausen 1999, Cat Ec)",M,Hw,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Ruellia,,metallica,Leonard,,,,,,,    ,,,,F,H,,,,
Acanthaceae,Acanthaceae,Acanthaceae,Thunbergia,,erecta,(Benth.) T. Anderson,,,,,,,    ,,,,M,S,,C,,
Acanthaceae,Acanthaceae,Acanthaceae,Trichanthera,,gigantea,(Bonpl.) Nees,,,,,,,    ,,,,F,U,,,,
Actinidiaceae,Actinidiaceae,Dilleniaceae,Saurauia,,yasicae,Loes.,,,,det.,,,Saurauia laevigata Triana & Planch. sensu Croat (1978)  ,,"Pool, A. 2001 (Fl Nic)","S. laevigata misapplied in Fl. Pan. (Hunter 1966), fide Pool 2001",M,M,D,,,
Asparagaceae,Agavaceae,Liliaceae,Cordyline,,fruticosa,(L.) A.Chev.,,,,,,,    ,Croat 6149: det Davidse 1985 (Tropicos),,,M,S,,C,,
Asparagaceae,Agavaceae,Amaryllidaceae,Furcraea,,cabuya,Trel.,,,,new,,,,BCI record fide Foster 2005 (pers. comm.),,,M,H,D,C,,
Alismataceae,Alismataceae,Alismataceae,Echinodorus,,grisebachii,Small,,,,new (id?),n,,,Foster 13451b (herb. BCI): det. R.Foster,,This species recorded from Costa Rica by G.Crow 2003 (Man CR),F,H,,,,
Alismataceae,Alismataceae,Alismataceae,Sagittaria,,lancifolia,L.,,,,,,,    ,"Bailey 395 (BH), Kenoyer 101 (US): det. ssp. lancifolia by Haynes & Holm-Nielsen 1994; Bailey 395 (GH), Croat 5714, 13968, Shattuck 506 (MO): det. ssp. media by H&H 1994","Haynes, R. & L. Holm Nielsen 1994 (Fl Neotr)",Two subspecies from BCI in Fl Neotr 1994,M,Ha,,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Alternanthera,,paronychioides,A. St.-Hil.,,,,syn.,,,Alternanthera ficoidea (L.) Sm.  ,Croat 9240 (not seen): fide Fl BCI,"Borsch, T. 2001 (Fl Nic); Jørgensen, P. 1999 (Cat Ec)","Fide Borsch 2001, A. polygonoides sensu Fl. Pan. (Duke 1961) is A. paronychioides; Duke treated A. polygonoides and A. ficoidea as separate species but listed vouchers only for A.ficoidea.",M,Hw,,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Alternanthera,,sessilis,(L.) R.Br. ex DC.,,,,,,,    ,,,,M,Hw,D,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Amaranthus,,viridis,L.,,,,,,,    ,,,,M,Hw,D,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Chamissoa,,altissima,(Jacq.)  Kunth,,,,,,,    ,,,,M,Hw,,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Cyathula,,prostrata,(L.) Blume,,,,,,,    ,,,,F,H,,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Gomphrena,,serrata,L.,,,,syn.,,,Gomphrena decumbens Jacq.  ,Shattuck 633 (not seen): fide Fl BCI,"Borsch, T. 2001 (Fl Nic)",,M,Hw,D,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Iresine,,angustifolia,Euphrasén,,,,,,,    ,,,,M,Hw,,,,
Amaranthaceae,Amaranthaceae,Amaranthaceae,Iresine,,diffusa,Humb. & Bonpl. ex Willd.,var.,diffusa,,syn.,n(-var.),,Iresine celosia L.  ,,"Borsch, T. 2001 (Fl Nic); Jørgensen, P. 1999 (Cat Ec)",,M,Hw,D,,,
Alliaceae [Amaryllidaceae],Amaryllidaceae,Amaryllidaceae,Crinum,,erubescens,Aiton,,,,,,,    ,,,,M,Ha,,,,
Alliaceae [Amaryllidaceae],Amaryllidaceae,Amaryllidaceae,Habranthus,,tubispathus,(L'Hér.) Traub,,,,syn. (id?),n,,Zephyranthes tubispatha (L'Hér.) Herb. (Croat 1978; Correa et al. 2004),"Croat 14889, 17365 (not seen): fide Fl BCI","Flagg, R. et al. 2002 (FNA vol. 26: 281-282)",According to Flagg et al. (2002) This species is not known from Central America. Croat vouchers not located at MO.,M,H,,C,,
Alliaceae [Amaryllidaceae],Amaryllidaceae,Amaryllidaceae,Hippeastrum,,puniceum,(Lam.) Kuntze,,,,det.,n,,"Amaryllis belladonna L. sensu Croat (1978), Correa et al. (2004)",Croat 14052 (MO): det. A.Meerow 2005; Schmalzel 523 (MO): det. Hensold 2006,"Meerow, A. 2005 (pers. comm.); also see Meerow, A. 2003 (Man CR)",Amaryllis belladonna has been widely misapplied.,M,H,,C,,
Alliaceae [Amaryllidaceae],Amaryllidaceae,Amaryllidaceae,Hymenocallis,,littoralis,(Jacq.) Salisb.,,,,det.,,,"Hymenocallis pedalis Herb. sensu Croat (1978), Correa et al. (2004)",Croat 17085 (MO): det. A.Meerow 2005 (pers. comm.),"Meerow, A. 2005 (pers. comm.)",,M,H,,C,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Anacardium,,excelsum,(Bertero & Balb. ex Kunth) Skeels,,,,,,,    ,,,,F,T,,,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Anacardium,,occidentale,L.,,,,,,,    ,,,,M,U,,C,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Astronium,,graveolens,Jacq.,,,,,,,    ,,,,F,T,,,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Mangifera,,indica,L.,,,,,,,    ,,,,M,U,,C,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Mosquitoxylum,,jamaicense,Krug & Urb.,,,,,,,    ,,,,F,T,,,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Spondias,,mombin,L.,,,,,,,    ,,,,F,T,,,,
Anacardiaceae,Anacardiaceae,Anacardiaceae,Spondias,,radlkoferi,Donn. Sm.,,,,,,,    ,,,,F,T,,,,
Annonaceae,Annonaceae,Annonaceae,Anaxagorea,,panamensis,Standl.,,,,,,,    ,,,,F,S,,,,
Annonaceae,Annonaceae,Annonaceae,Annona,,acuminata,Saff.,,,,,,,    ,,,,F,S,,,,
Annonaceae,Annonaceae,Annonaceae,Annona,,glabra,L.,,,,,,,    ,,,,M,Ua,,,,
Annonaceae,Annonaceae,Annonaceae,Annona,,hayesii,Saff.,,,,,,,    ,,,,F,U,,,,
Annonaceae,Annonaceae,Annonaceae,Annona,,muricata,L.,,,,,,,    ,,,,M,U,,C,,
Annonaceae,Annonaceae,Annonaceae,Annona,,purpurea,Moc. & Sessé ex Dunal,,,,new,,,,BCI record fide R.Foster 2005 (pers. comm.),,,,,,C,,
Annonaceae,Annonaceae,Annonaceae,Annona,,spraguei,Saff.,,,,,,,    ,,,,F,M,,,,
Annonaceae,Annonaceae,Annonaceae,Desmopsis,,panamensis,(B.L. Rob.) Saff.,,,,,,,    ,,,,F,U,,,,
Annonaceae,Annonaceae,Annonaceae,Guatteria,,amplifolia,Triana & Planch.,,,,,,,    ,,,,F,S,,,,
Annonaceae,Annonaceae,Annonaceae,Guatteria,,dumetorum,R.E. Fr.,,,,,,,    ,,,"Possibly to be sunk in another species, fide R.Erkens pers. comm. 2006",F,T,,,,
Annonaceae,Annonaceae,Annonaceae,Mosannona,,garwoodii,Chatrou & Welzenis,,,,det.,,,"Cremastosperma sp. sensu Croat (1978); Malmea sp. sensu Garwood (1995), Foster 1993-1998 (unpub.)     ","A.Aiello 515 (F), Foster 2922 (F), Garwood & Williams 1959B (PMA, type): det. Chatrou 1998","Chatrou, L. 1998 (Changing gen. 164-166)",Malmea sp. in Garwood 1995 (Bot Jahrb Syst 117) & Foster 1993-1998 (unpub),F,M,,,,
Annonaceae,Annonaceae,Annonaceae,Oxandra,,panamensis,R.E. Fr.,,,,BCNM,,,,,,,,,,,,
Annonaceae,Annonaceae,Annonaceae,Unonopsis,,pittieri,Saff.,,,,,,,    ,,,,F,M,,,,
Annonaceae,Annonaceae,Annonaceae,Xylopia,,frutescens,Aubl.,,,,,,,    ,,,,F,M,,,,
Annonaceae,Annonaceae,Annonaceae,Xylopia,,macrantha,Triana & Planch.,,,,,,,    ,,,,F,M,,,,
Apiaceae,Apiaceae,Umbelliferae,Eryngium,,foetidum,L.,,,,,,,    ,,,,M,Hw,,,,
Araliaceae,Apiaceae,Umbelliferae,Hydrocotyle,,umbellata,L.,,,,,,,    ,,,,M,Ha,,,,
Apiaceae,Apiaceae,Umbelliferae,Spananthe,,paniculata,Jacq.,,,,,,,    ,,,,M,Hw,D,,,
Apocynaceae,Apocynaceae,Apocynaceae,Allamanda,,cathartica,L.,,,,,,,    ,,,,M,Lw,,"N,C",,
Apocynaceae,Apocynaceae,Apocynaceae,Aspidosperma,,excelsum,Benth.,,,,det.,,,Aspidosperma megalocarpon Müll. Arg. sensu Croat (1978)  ,"Garwood & Foster 443, det  Potgieter 2002 (Tropicos & FlNeotr ms)","Potgieter, K. 2003  (pers comm)",,F,T,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Aspidosperma,,spruceanum,Benth. ex. Müll. Arg.,,,,syn.,,,Aspidosperma cruentum Woodson;(= Aspidosperma desmanthum Benth. ex Muell.Arg. fide Potgieter ined.); Aspidosperma cruenta orth. var. in Croat (1978)  ,Croat 8421 (MO): det. J.F.Morales 1994,"Gentry, A. 2001 (Fl Nic)",K. Potgieter 2003 (pers. comm.; Fl Neotr ined.) plans to treat A. spruceanum as a synonym of A. desmanthum; the name A. megalocarpon was misapplied to A. spruceanum in Fl Pan & Fl Guat. fide Gentry( 2001),F,T,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Catharanthus,,roseus,(L.) G. Don,,,,,,,    ,,,,M,H,,C,,
Apocynaceae,Apocynaceae,Apocynaceae,Forsteronia,,acouci,(Aubl.) A. DC.,,,,syn.,n,,Forsteronia viridescens S.F. Blake (Croat 1978; Correa et al. 2004),,"Hansen, B. 1995 (Fl Ven Guay 2)",,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Forsteronia,,myriantha,Donn. Sm.,,,,,,,    ,,,,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Forsteronia,,peninsularis,Woodson,,,,,,,    ,,,,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Lacmellea,,panamensis,(Woodson) Markgr.,,,,,,,    ,,,,F,M,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Malouetia,,guatemalensis,(Müll. Arg.) Standl.,,,,,,,    ,,,,F,U,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Mandevilla,,villosa,(Miers) Woodson,,,,(+),,,(Including Mandevilla subsagittata (Ruiz & Pav.) Woodson sensu Croat (1978),"Croat 10243, 11614: det Morales 2002 (Tropicos); M.Brown 191 (F), G.White 132 (MO), only BCI vouchers of M. subsagittata: det. J.Morales 1994-95","Morales, J.F. 1998 (Brittonia 50:214-232)",,F,V,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Mesechites,,trifidus,(Jacq.) Müll. Arg.,,,,,sp,,"Mesechites trifida, orth. var. (Croat 1978; Correa et al. 2004)",,,,F,V,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Odontadenia,,macrantha,(Roem. & Schult.) Markgr.,,,,,,,    ,,,,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Odontadenia,,puncticulosa,(Rich.) Pulle,,,,,,,    ,,,,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Prestonia,,lenticellata,A. Gentry,,,,new,,,"Prestonia obovata sensu Croat (1978), in part",Frost 214 (F): det. J.F.Morales 2004,,,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Prestonia,,mexicana,A. DC.,,,,det.,,,"Prestonia ipomaeifolia A. DC. sensu Croat (1978); Prestonia ipomiifolia, orth. var. (Croat 1978)  ","Shattuck 706 (F), Wetmore & Abbe 179: det. J.F.Morales 2004","Morales, J.F. 2005 (pers. comm., specimen ID at F)",,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Prestonia,,portobellensis,(Beurl.) Woodson,,,,,,,    ,"Croat 5084, 5272, 4256 etc. (MO), Foster 1086 & others: det. J.F.Morales 2004",,,F,V,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Prestonia,,quinquangularis,(Jacq.) Spreng.,,,,syn.,,,Prestonia acutifolia (Benth. ex Müll. Arg.) K. Schum.  ,"Wetmore & Abbe 119 (F), Woodworth & Vestal 498 (F) & others: det. J.F.Morales 2004","Gentry, A. 2001 (Fl Nic); Morales, J.F. 2005 (Darwiniana 43:151)",Prestonia acutifolia accepted by Potgieter & Zarruchi 1999 (Cat Ec) and Morillo 1995 (Fl Ven Guy 2),F,V,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Prestonia,,trifida,(Poepp.) Woodson,,,,syn.,n,,"Prestonia obovata Standl. (Croat 1978; Correa et al. 2004); Prestonia obovata sensu Croat (1978), in part","Croat 9252 (MO), Schmalzel 768 (MO), Shattuck 129a (MO): det. J.F.Morales 2002","Morales, J.F. 2005 (Darwiniana 43:153)",,F,L,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Rauvolfia,,littoralis,Rusby,,,,new,,,    ,Recorded from 50 ha plot,,,F,M,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Rhabdadenia,,biflora,(Jacq.) Müll. Arg.,,,,,,,    ,,,,F,V,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Stemmadenia,,grandiflora,(Jacq.) Miers,,,,,,,    ,,,,F,U,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Tabernaemontana,,arborea,Rose,,,,,,,    ,,,,F,T,,,,
Apocynaceae,Apocynaceae,Apocynaceae,Tabernaemontana,,divaricata,(L.) R. Br. ex Roem. & Schult.,,,,syn.,,,Ervatamia coronaria (Jacq.) Stapf  ,"Croat 4629, 6008 (MO): det. A.J.M.Leeuwenberg 1986","Gentry, A. 2001 (Fl Nic)",,M,S,,C,,
Apocynaceae,Apocynaceae,Apocynaceae,Thevetia,,ahouai,(L.) A. DC.,,,,,,,    ,,,,F,U,,,,
Araceae,Araceae,Araceae,Anthurium,,acutangulum,Engl.,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,bakeri,Hook.f.,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,brownii,Mast.,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,clavigerum,Poepp.,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,concolor,K. Krause,,,,new,,,    ,"Croat 8154, det. Croat 1986 (MonSysBotMO)",,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,flexile,Schott,,,,,,,    ,,,,M,E,D,,,
Araceae,Araceae,Araceae,Anthurium,,friedrichsthalii,Schott,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,gracile,(Rudge) Schott,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,kunthii,Poepp.,,,,det.,,,Anthurium bombacifolium Schott sensu Croat (1978)  ,"Croat 7090 & 11700, det. Croat 1986 (MonSysBotMO)","Croat, T. 1986 (Monogr. Syst. Bot. Missouri Bot. Gard. 14)",,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,myosuroides,(Kunth) Schott,,,,new,,,    ,"Foster 1955, det. Croat 1986 (MonSysBotMO)",,,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,obtusum,(Engl.) Grayum,,,,new,,,"Anthurium scandens sensu Croat (1978), in part; Anthurium trinerve Miq. sensu Croat (1986) ","Croat 14969 Foster 911 & 1229, det. Croat 1986 (MonSysBotMO) as trinerve Miq.","Croat, T. 1986 (Monogr. Syst. Bot. Missouri Bot. Gard. 14)*; Grayum, M. 1997 (Phytologia 82: 35)",Some TROPICOS specimens erroneously cited under 'A. trinervium Miq.',F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,ochranthum,K.Koch,,,,,,,    ,,,,F,H,,,,
Araceae,Araceae,Araceae,Anthurium,,paludosum,Engl.,,,,det.,,,Anthurium littorale Engl. sensu Croat (1978)  ,"Croat 8821 & 13989 & others, det. Croat 1986 (MonSysBotMO)","Croat, T. 1986 (Monogr. Syst. Bot. Missouri Bot. Gard. 14)",,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,salvinii,Hemsl.,,,,det.,,,Anthurium tetragonum Hook. ex Schott sensu Croat (1978)  ,"Croat 7920, 8512, 10195 & 11325, det. Croat 1986 (MonSysBotMO),","Croat, T. 1986 (Monogr. Syst. Bot. Missouri Bot. Gard. 14)",,F,E,,,,
Araceae,Araceae,Araceae,Anthurium,,scandens,(Aubl.) Engl.,ssp.,scandens,,(-) (+ssp.),,,"Anthurium scandens (Aubl.) Engl. sensu Croat (1978), in part","Croat 6803a & 11476, det Croat 1986 (MonSysBotMO),","Croat, T. 1986 (Monogr. Syst. Bot. Missouri Bot. Gard. 14)",,F,E,,,,
Araceae,Araceae,Araceae,Caladium,,bicolor,(Aiton) Vent.,,,,,,,    ,,,,M,H,,C,,
Araceae,Araceae,Araceae,Dieffenbachia,,isthmia,Croat,,,,det.,n,,"Dieffenbachia oerstedii Schott sensu Croat (1978), Correa et al. (2004) ","Croat 5378, 11291 & 10982,  det. Croat 1999 (Tropicos);  Croat 5896 & 7712 (Tropics, anon, no date)","Croat, T. 2004 (AMBG 91:718-720)",,F,H,,,,
Araceae,Araceae,Araceae,Dieffenbachia,,longispatha,Engl. & K. Krause,,,,,,,    ,"Croat 6276, 11321: det Croat 1999 (Tropicos)",,,F,H,,,,
Araceae,Araceae,Araceae,Dieffenbachia,,obscurinervia,Croat,,,,det.,n,,"Dieffenbachia pittieri Engl. & Krause sensu Croat (1978), Correa et al. (2004)  ","Croat 5759 & 6775, det. Croat 1999 (Tropicos)","Croat, T. 2004 (AMBG 91:734-736)",,F,H,,,,
Araceae,Araceae,Araceae,Dracontium,,soconuscum,Matuda,,,,syn.,,,Dracontium dressleri Croat  ,"Dressler s.n. (BCI), Garwood 1639 (Gamboa): det. Zhu 1996 (Tropicos)","Grayum, M. 2003 (Man CR); Zhu, G. & T. Croat 2004 (AMBG 91:593-667)",,F,H,,,,
Araceae,Araceae,Araceae,Homalomena,,wendlandii,Schott,,,,,,,    ,Croat 14853: det Wunderlin 1995 (Tropicos),,,F,H,,,,
Araceae,Araceae,Araceae,Monstera,,adansonii,Schott,var.,laniata,(Schott) Madison,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Monstera,,dubia,(Kunth) Engl. & K. Krause,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Monstera,,pinnatipartita,Schott,,,,det.,n,,Monstera dilacerata C.Koch sensu Croat (1978); Monstera involuta Croat & Grayum ined.,Croat 7251 & 9 other BCI specimens: det. Croat 1994 (Tropicos),"Grayum, M. 2003 (Man CR 2: 131)","M. dilacerata is an Old World species; name widely misapplied in the New World to various species; Croat & Grayum intended to publish M. involuta for the species found on BCI, until discovering the earlier name M. pinnatipartita; M. dilacerata rejected by Correa et al. (2004) but substitute not suggested",F,E,,,,
Araceae,Araceae,Araceae,Montrichardia,,arborescens,(L.) Schott,,,,,,,    ,,,,M,Sa,,,,
Araceae,Araceae,Araceae,Philodendron,,alliodorum,Croat & Grayum,,,,new,,,"Philodendron inaequilaterum Liebm. sensu Croat (1978), in part  ",Croat 6198 (BCI): det Grayum 1996:(MonSysBot MO 47),"Grayum, M. 1996 (Monogr. Syst. Bot. Missouri Bot. Gard. 47)",,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,fragrantissimum,(Hook.) G. Don,,,,,,,    ,"Croat 9410, 11007: det Croat 1989 (Tropicos) & Croat 1997 (AMBG 84:311-704)",,,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,grandipes,K. Krause,,,,,,,    ,Croat 11886: det Croat 1989 (Tropicos) & Croat 1997 (AMBG 84:311-704),,,F,H,,,,
Araceae,Araceae,Araceae,Philodendron,,hederaceum,(Jacq.) Schott,var.,hederaceum,,syn.,,,Philodendron scandens K. Koch & Sello; NOT Philodendron hederaceum (Jacq.) Schott sensu Croat (1978),"Croat 7129 & 10383 + others:det. Croat 1997 (AMBG 84:311-704), both BCI","Croat, T. 1997 (AMBG 84:311-704)",,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,immixtum,Croat,,,,det.,,,Philodendron inconcinnum Schott sensu Croat (1978)  , Croat 5064: det. Croat 1997 (AMBG 84:311-704) & 1996 (Tropicos),"Croat, T. 1997 (AMBG 84:311-704)",,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,inaequilaterum,Liebm.,,,,(-),,,"Philodendron inaequilaterum Liebm. sensu Croat (1978), in part  ","Croat 15149A (MO), 5831 (F,MO), 15570 (MO):  det.  Grayum 1996  (MonSysBot MO 47)","Grayum, M. 1996  (Monogr. Syst. Bot Missouri Bot. Gard. 47)","The concept of this species in Fl. BCI included P. alliodorum, P. rayanum",F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,jacquinii,Schott,,,,det.,,,Philodendron hederaceum sensu Croat (1978); non Philodendron hederaceum (Jacq.) Schott,"Croat 9259, 10261, 6138 + others: fide  Croat 1997 (AMBG 84:311-704)","Croat, T. 1997 (AMBG 84:311-704)",,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,opacum,Croat & Grayum,,,,det.,,,Philodendron nervosum Kunth sensu Croat (1978)  ,"Croat 6500, 9282* & 10179* +others: det. Grayum  1996 (MonSysBot MO 47) & *1994(Tropicos)","Grayum, M. 1996  (Monogr. Syst. Bot Missouri Bot. Gard. 47)",,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,panamense,K. Krause,,,,,,,    ,Croat 10264: det Croat 1989 (Tropicos) & 1997 (AMBG 84:311-704),,,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,pterotum,K.Koch & Augustin,,,,,,,    ,"Croat 6581, 6640: det Croat 1989 (Tropicos) & 1997 (AMBG 84:311-704)",,,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,radiatum,Schott,var.,radiatum,,(+var.),,,,"Croat 6060, 6124, 7178: det Croat 1989 (Tropicos) & 1997 (AMBG 84:311-704)",,,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,rayanum,Croat & Grayum,,,,new,,,"Philodendron inaequilaterum Liebm. sensu Croat (1978), in part  ","Croat 4595, 8914, 9144, 11902: det. Grayum 1996 (MonSysBot MO 47)","Grayum, M. 1996 (Monogr. Syst. Bot. Missouri Bot. Gard. 47)",,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,rigidifolium,K. Krause,ssp.,rigidifolium,,det.,,,Philodendron guttiferum Kunth sensu Croat (1978)  ,"Croat 10912 & 11776*: det. Grayum 1996 (MonSysBot MO 47), *also det. 1994 Croat (Tropicos)","Grayum, M. 1996  (Monogr. Syst. Bot Missouri Bot. Gard. 47)",Philodendron guttiferum Kunth a widely misapplied name; this is a species of Amazonian South America.,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,sagittifolium,Liebm.,,,,,,,    ,"Croat 5052, 6334, 10901: det Croat 1991 (Tropicos) & 1997 (AMBG 84:311-704)",,,F,E,,,,
Araceae,Araceae,Araceae,Philodendron,,tripartitum,(Jacq.) Schott,,,,,,,    ,Croat 10741: det Croat 1992 (Tropicos) & 1997 (AMBG 84:311-704),,,F,E,,,,
Araceae,Araceae,Araceae,Pistia,,stratiotes,L.,,,,,,,    ,,,,M,Ha,,,,
Araceae,Araceae,Araceae,Rhodospatha,,moritziana,Schott,,,,,,,    ,,,,F,H,,,,
Araceae,Araceae,Araceae,Rhodospatha,,wendlandii,Schott,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Spathiphyllum,,friedrichsthalii,Schott,,,,,,,    ,,,,M,Ha,,,,
Araceae,Araceae,Araceae,Spathiphyllum,,phryniifolium,Schott,,,,,,,    ,,,,F,H,,,,
Araceae,Araceae,Araceae,Stenospermation,,angustifolium,Hemsl.,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Syngonium,,erythrophyllum,Birdsey ex G.S.Bunting,,,,,,,    ,,,,F,E,,,,
Araceae,Araceae,Araceae,Syngonium,,podophyllum,Schott,var.,podophyllum,,(+var.),,,,,,,F,E,,,,
Araceae,Araceae,Araceae,Syngonium,,wendlandii,Schott,,,,det.,n,,Syngonium  sp. sensu Croat (1978),Croat 11747: det. Grayum 1994 (Tropicos),,,M,E,,C,,
Araceae,Araceae,Araceae,Xanthosoma,,helleborifolium,(Jacq.) Schott,,,,,,,    ,,,,F,H,,,,
Araceae,Araceae,Araceae,Xanthosoma,,mexicanum,Liebm.,,,,syn.,n,,"Xanthosoma pilosum K.Koch & Augustin (Croat 1978, Correa et al. 2004)",Croat 6079: Tropicos 2006,"Grayum, M. 2003 (Man CR)",,M,Hw,,,,
Araceae,Araceae,Araceae,Xanthosoma,,sagittifolium,(L.) Schott,,,,syn.,n,,Xanthosoma nigrum Stellfeld (Croat 1978); Xanthosoma violaceum Schott (Correa et al. 2004),,"Grayum, M. 2003 (Man CR)",,M,Hw,,C,,
