Fabaceae-papilionoideae		<i>Andira&nbsp;inermis</i>	<i>Andira&nbsp;inermis</i>	<i>Andira&nbsp;inermis</i>	<i>Andira&nbsp;inermis</i>	<i>Andira&nbsp;inermis</i>	
Fabaceae-papilionoideae	*	<i>Dipteryx&nbsp;oleifera</i>	<i>Dipteryx&nbsp;panamensis</i>	<i>Dipteryx&nbsp;panamensis</i>	<i>Dipteryx&nbsp;panamensis</i>	Does&nbsp;not&nbsp;appear	
Fabaceae-papilionoideae		<i>Erythrina&nbsp;costaricensis</i>	<i>Erythrina&nbsp;costaricensis</i>	<i>Erythrina&nbsp;costaricensis</i>	<i>Erythrina&nbsp;costaricensis</i>	<i>Erythrina&nbsp;costaricensis</i>	
Fabaceae-papilionoideae	*	<i>Lonchocarpus&nbsp;heptaphyllus</i>	<i>Lonchocarpus&nbsp;pentaphyllus</i>	<i>Lonchocarpus&nbsp;latifolius</i>	<i>Lonchocarpus&nbsp;latifolia</i>	<i>Lonchocarpus&nbsp;latifolius</i>	
Fabaceae-papilionoideae	*	<i>Myrospermum&nbsp;frutescens</i>	Does&nbsp;not&nbsp;appear	<i>Myrospermum&nbsp;frutescens</i>	<i>Myrospermum&nbsp;frutescens</i>	<i>Myrospermum&nbsp;frutescens</i>	
Fabaceae-papilionoideae	*	<i>Ormosia&nbsp;amazonica</i>	Does&nbsp;not&nbsp;appear	<i>Ormosia&nbsp;amazonica</i>	<i>Ormosia&nbsp;amazonica</i>	Does&nbsp;not&nbsp;appear	
Fabaceae-papilionoideae	*	<i>Ormosia&nbsp;coccinea</i>	<i>Ormosia&nbsp;croatii</i>	<i>Ormosia&nbsp;coccinea</i>	<i>Ormosia&nbsp;coccinea</i>	<i>Ormosia&nbsp;coccinea</i>	
Fabaceae-papilionoideae		<i>Ormosia&nbsp;macrocalyx</i>	<i>Ormosia&nbsp;macrocalyx</i>	<i>Ormosia&nbsp;macrocalyx</i>	<i>Ormosia&nbsp;macrocalyx</i>	<i>Ormosia&nbsp;macrocalyx</i>	
Fabaceae-papilionoideae		<i>Platymiscium&nbsp;pinnatum</i>	<i>Platymiscium&nbsp;pinnatum</i>	<i>Platymiscium&nbsp;pinnatum</i>	<i>Platymiscium&nbsp;pinnatum</i>	Does&nbsp;not&nbsp;appear	
Fabaceae-papilionoideae		<i>Platypodium&nbsp;elegans</i>	<i>Platypodium&nbsp;elegans</i>	<i>Platypodium&nbsp;elegans</i>	<i>Platypodium&nbsp;elegans</i>	Does&nbsp;not&nbsp;appear	
Fabaceae-papilionoideae	*	<i>Pterocarpus&nbsp;hayesii</i>	<i>Pterocarpus&nbsp;rohrii</i>	<i>Pterocarpus&nbsp;rohrii</i>	<i>Pterocarpus&nbsp;rohrii</i>	<i>Pterocarpus&nbsp;rohrii</i>	
Fabaceae-papilionoideae		<i>Pterocarpus&nbsp;officinalis</i>	<i>Pterocarpus&nbsp;officinalis</i>	<i>Pterocarpus&nbsp;officinalis</i>	<i>Pterocarpus&nbsp;belizensis</i>	Does&nbsp;not&nbsp;appear	
Fabaceae-papilionoideae	*	<i>Swartzia&nbsp;simplex&nbsp;var.&nbsp;continentalis</i>	<i>Swarzia&nbsp;simplex&nbsp;var.&nbsp;ochnacea</i>	<i>Swarzia&nbsp;simplex&nbsp;var.&nbsp;ochnacea</i>	<i>Swarzia&nbsp;simplex&nbsp;var.&nbsp;ochnacea</i>	<i>Swarzia&nbsp;simplex&nbsp;var.&nbsp;ochnacea</i>	
Fabaceae-papilionoideae		<i>Swartzia&nbsp;simplex&nbsp;var.&nbsp;grandiflora</i>	<i>Swartzia&nbsp;simplex&nbsp;var.&nbsp;grandiflora</i>	<i>Swartzia&nbsp;simplex&nbsp;var.&nbsp;grandiflora</i>	<i>Swartzia&nbsp;simplex&nbsp;var.&nbsp;grandiflora</i>	<i>Swartzia&nbsp;simplex&nbsp;var.&nbsp;grandiflora</i>	
Lacistemataceae		<i>Lacistema&nbsp;aggregatum</i>	<i>Lacistema&nbsp;aggregatum</i>	<i>Lacistema&nbsp;aggregatum</i>	<i>Lacistema&nbsp;aggregatum</i>	<i>Lacistema&nbsp;aggregatum</i>	
Lacistemataceae		<i>Lozania&nbsp;pittieri</i>	<i>Lozania&nbsp;pittieri</i>	<i>Lozania&nbsp;pittieri</i>	<i>Lozania&nbsp;pittieri</i>	<i>Lozania&nbsp;pittieri</i>	
Lamiaceae		<i>Aegiphila&nbsp;panamensis</i>	<i>Aegiphila&nbsp;panamensis</i>	<i>Aegiphila&nbsp;panamensis</i>	<i>Aegiphila&nbsp;panamensis</i>	<i>Aegiphila&nbsp;panamensis</i>	
Lauraceae	*	<i>Beilschmiedia&nbsp;tovarensis</i>	<i>Beilschmiedia&nbsp;pendula</i>	<i>Beilschmiedia&nbsp;pendula</i>	<i>Beilschmiedia&nbsp;pendula</i>	<i>Beilschmiedia&nbsp;pendula</i>	
Lauraceae	*	<i>Cinnamomum&nbsp;triplinerve</i>	<i>Phoebe&nbsp;mexicana</i>	<i>Phoebe&nbsp;mexicana</i>	<i>Phoebe&nbsp;cinnamomifolia</i>	<i>Phoebe&nbsp;cinnamomifolia</i>	<i>Phoebe&nbsp;cinnamomifolium</i>
Lauraceae	*	<i>Damburneya&nbsp;umbrosa</i>	<i>Nectandra&nbsp;purpurascens</i>	<i>Nectandra&nbsp;purpurea</i>	<i>Nectandra&nbsp;purpurea</i>	<i>Nectandra&nbsp;purpurea</i>	
Lauraceae		<i>Nectandra&nbsp;cissiflora</i>	<i>Nectandra&nbsp;cissiflora</i>	<i>Nectandra&nbsp;cissiflora</i>	<i>Nectandra&nbsp;cissiflora</i>	Does&nbsp;not&nbsp;appear	
Lauraceae	*	<i>Nectandra&nbsp;fuzzy</i>	Does&nbsp;not&nbsp;appear	<i>Nectandra&nbsp;fuzzy</i>	<i>Nectandra&nbsp;sp.nov.1</i>	Does&nbsp;not&nbsp;appear	
Lauraceae	*	<i>Nectandra&nbsp;lineata</i>	<i>Nectandra&nbsp;globosa</i>	<i>Nectandra&nbsp;globosa</i>	<i>Nectandra&nbsp;globosa</i>	<i>Nectandra&nbsp;lineata</i>	
Lauraceae	*	<i>Nectandra&nbsp;sp.4_(tiny_leaf)</i>	Does&nbsp;not&nbsp;appear	<i>Nectandra&nbsp;sp.4_(tiny_leaf)</i>	<i>Nectandra&nbsp;sp.nov.3</i>	Does&nbsp;not&nbsp;appear	
Lauraceae		<i>Ocotea&nbsp;cernua</i>	<i>Ocotea&nbsp;cernua</i>	<i>Ocotea&nbsp;cernua</i>	<i>Ocotea&nbsp;cernua</i>	Does&nbsp;not&nbsp;appear	
Lauraceae		<i>Ocotea&nbsp;oblonga</i>	<i>Ocotea&nbsp;oblonga</i>	<i>Ocotea&nbsp;oblonga</i>	<i>Ocotea&nbsp;oblonga</i>	Does&nbsp;not&nbsp;appear	
Lauraceae	*	<i>Ocotea&nbsp;puberula</i>	<i>Ocotea&nbsp;pyrimidata</i>	<i>Ocotea&nbsp;pyrimidata</i>	<i>Ocotea&nbsp;puberula</i>	<i>Ocotea&nbsp;puberula</i>	
Lauraceae	*	<i>Ocotea&nbsp;whitei</i>	<i>Ocotea&nbsp;skutchii</i>	<i>Ocotea&nbsp;skutchii</i>	<i>Ocotea&nbsp;whitei</i>	<i>Ocotea&nbsp;whitei</i>	
Lecythidaceae		<i>Gustavia&nbsp;superba</i>	<i>Gustavia&nbsp;superba</i>	<i>Gustavia&nbsp;superba</i>	<i>Gustavia&nbsp;superba</i>	<i>Gustavia&nbsp;superba</i>	
Lythraceae		<i>Lafoensia&nbsp;punicifolia</i>	<i>Lafoensia&nbsp;punicifolia</i>	<i>Lafoensia&nbsp;punicifolia</i>	<i>Lafoensia&nbsp;punicifolia</i>	<i>Lafoensia&nbsp;punicifolia</i>	
Malpighiaceae		<i>Malpighia&nbsp;romeroana</i>	<i>Malpighia&nbsp;romeroana</i>	<i>Malpighia&nbsp;romeroana</i>	<i>Malpighia&nbsp;romeroana</i>	Does&nbsp;not&nbsp;appear	
Malpighiaceae		<i>Spachea&nbsp;membranacea</i>	<i>Spachea&nbsp;membranacea</i>	<i>Spachea&nbsp;membranacea</i>	<i>Spachea&nbsp;membranacea</i>	Does&nbsp;not&nbsp;appear	
Malvaceae	*	<i>Apeiba&nbsp;hybrid</i>	Does&nbsp;not&nbsp;appear	<i>Apeiba&nbsp;hybrid</i>	<i>Apeiba&nbsp;hybrid</i>	Does&nbsp;not&nbsp;appear	
Malvaceae		<i>Apeiba&nbsp;membranacea</i>	<i>Apeiba&nbsp;membranacea</i>	<i>Apeiba&nbsp;membranacea</i>	<i>Apeiba&nbsp;membranacea</i>	<i>Apeiba&nbsp;aspera</i>	
Malvaceae		<i>Apeiba&nbsp;tibourbou</i>	<i>Apeiba&nbsp;tibourbou</i>	<i>Apeiba&nbsp;tibourbou</i>	<i>Apeiba&nbsp;tibourbou</i>	<i>Apeiba&nbsp;tibourbou</i>	
Malvaceae		<i>Cavanillesia&nbsp;platanifolia</i>	<i>Cavanillesia&nbsp;platanifolia</i>	<i>Cavanillesia&nbsp;platanifolia</i>	<i>Cavanillesia&nbsp;platanifolia</i>	<i>Cavanillesia&nbsp;platanifolia</i>	
Malvaceae		<i>Ceiba&nbsp;pentandra</i>	<i>Ceiba&nbsp;pentandra</i>	<i>Ceiba&nbsp;pentandra</i>	<i>Ceiba&nbsp;pentandra</i>	Does&nbsp;not&nbsp;appear	
Malvaceae		<i>Guazuma&nbsp;ulmifolia</i>	<i>Guazuma&nbsp;ulmifolia</i>	<i>Guazuma&nbsp;ulmifolia</i>	<i>Guazuma&nbsp;ulmifolia</i>	<i>Guazuma&nbsp;ulmifolia</i>	
Malvaceae		<i>Hampea&nbsp;appendiculata</i>	<i>Hampea&nbsp;appendiculata</i>	<i>Hampea&nbsp;appendiculata</i>	<i>Hampea&nbsp;appendiculata</i>	<i>Hampea&nbsp;appendiculata</i>	
Malvaceae		<i>Herrania&nbsp;purpurea</i>	<i>Herrania&nbsp;purpurea</i>	<i>Herrania&nbsp;purpurea</i>	<i>Herrania&nbsp;purpurea</i>	<i>Herrania&nbsp;purpurea</i>	
Malvaceae		<i>Luehea&nbsp;seemannii</i>	<i>Luehea&nbsp;seemannii</i>	<i>Luehea&nbsp;seemannii</i>	<i>Luehea&nbsp;seemannii</i>	<i>Luehea&nbsp;seemannii</i>	
Malvaceae		<i>Ochroma&nbsp;pyramidale</i>	<i>Ochroma&nbsp;pyramidale</i>	<i>Ochroma&nbsp;pyramidale</i>	<i>Ochroma&nbsp;pyramidale</i>	<i>Ochroma&nbsp;pyramidale</i>	
Malvaceae	*	<i>Pachira&nbsp;sessilis</i>	<i>Bombacopsis&nbsp;sessilis</i>	<i>Bombacopsis&nbsp;sessilis</i>	<i>Pochota&nbsp;sessilis</i>	<i>Pachira&nbsp;sessilis</i>	
Malvaceae	*	<i>Pavonia&nbsp;dasypetala</i>	<i>Lopimia&nbsp;dasypetala</i>	<i>Lopimia&nbsp;dasypetala</i>	<i>Lopimia&nbsp;dasypetala</i>	<i>Lopimia&nbsp;dasypetala</i>	
Malvaceae		<i>Pseudobombax&nbsp;septenatum</i>	<i>Pseudobombax&nbsp;septenatum</i>	<i>Pseudobombax&nbsp;septenatum</i>	<i>Pseudobombax&nbsp;septenatum</i>	<i>Pseudobombax&nbsp;septenatum</i>	
Malvaceae		<i>Quararibea&nbsp;asterolepis</i>	<i>Quararibea&nbsp;asterolepis</i>	<i>Quararibea&nbsp;asterolepis</i>	<i>Quararibea&nbsp;asterolepis</i>	Does&nbsp;not&nbsp;appear	
Malvaceae		<i>Sterculia&nbsp;apetala</i>	<i>Sterculia&nbsp;apetala</i>	<i>Sterculia&nbsp;apetala</i>	<i>Sterculia&nbsp;apetala</i>	<i>Sterculia&nbsp;apetala</i>	
Malvaceae		<i>Theobroma&nbsp;cacao</i>	<i>Theobroma&nbsp;cacao</i>	<i>Theobroma&nbsp;cacao</i>	<i>Theobroma&nbsp;cacao</i>	Does&nbsp;not&nbsp;appear	
Malvaceae	*	<i>Trichospermum&nbsp;galeottii</i>	<i>Trichospermum&nbsp;mexicanum</i>	<i>Trichospermum&nbsp;galeottii</i>	<i>Trichospermum&nbsp;galeottii</i>	<i>Trichospermum&nbsp;galeottii</i>	
Melastomataceae		<i>Clidemia&nbsp;dentata</i>	<i>Clidemia&nbsp;dentata</i>	<i>Clidemia&nbsp;dentata</i>	<i>Clidemia&nbsp;dentata</i>	Does&nbsp;not&nbsp;appear	
Melastomataceae		<i>Clidemia&nbsp;octona</i>	<i>Clidemia&nbsp;octona</i>	<i>Clidemia&nbsp;octona</i>	<i>Clidemia&nbsp;octona</i>	Does&nbsp;not&nbsp;appear	
Melastomataceae		<i>Clidemia&nbsp;septuplinervia</i>	<i>Clidemia&nbsp;septuplinervia</i>	<i>Clidemia&nbsp;septuplinervia</i>	<i>Clidemia&nbsp;septuplinervia</i>	Does&nbsp;not&nbsp;appear	
Melastomataceae		<i>Conostegia&nbsp;bracteata</i>	<i>Conostegia&nbsp;bracteata</i>	<i>Conostegia&nbsp;bracteata</i>	<i>Conostegia&nbsp;bracteata</i>	<i>Conostegia&nbsp;bracteata</i>	
Melastomataceae		<i>Conostegia&nbsp;cinnamomea</i>	<i>Conostegia&nbsp;cinnamomea</i>	<i>Conostegia&nbsp;cinnamomea</i>	<i>Conostegia&nbsp;cinnamomea</i>	Does&nbsp;not&nbsp;appear	
Melastomataceae		<i>Leandra&nbsp;dichotoma</i>	<i>Leandra&nbsp;dichotoma</i>	<i>Leandra&nbsp;dichotoma</i>	<i>Leandra&nbsp;dichotoma</i>	Does&nbsp;not&nbsp;appear	
Melastomataceae		<i>Miconia&nbsp;affinis</i>	<i>Miconia&nbsp;affinis</i>	<i>Miconia&nbsp;affinis</i>	<i>Miconia&nbsp;affinis</i>	<i>Miconia&nbsp;affinis</i>	
Melastomataceae		<i>Miconia&nbsp;argentea</i>	<i>Miconia&nbsp;argentea</i>	<i>Miconia&nbsp;argentea</i>	<i>Miconia&nbsp;argentea</i>	<i>Miconia&nbsp;argentea</i>	
Melastomataceae	*	<i>Miconia&nbsp;dorsiloba</i>	Does&nbsp;not&nbsp;appear	Does&nbsp;not&nbsp;appear	Does&nbsp;not&nbsp;appear	Does&nbsp;not&nbsp;appear	<i>Miconia&nbsp;sp.15</i>
Melastomataceae		<i>Miconia&nbsp;elata</i>	<i>Miconia&nbsp;elata</i>	<i>Miconia&nbsp;elata</i>	<i>Miconia&nbsp;elata</i>	<i>Miconia&nbsp;elata</i>	
Melastomataceae		<i>Miconia&nbsp;hondurensis</i>	<i>Miconia&nbsp;hondurensis</i>	<i>Miconia&nbsp;hondurensis</i>	<i>Miconia&nbsp;hondurensis</i>	Does&nbsp;not&nbsp;appear	
Melastomataceae		<i>Miconia&nbsp;impetiolaris</i>	<i>Miconia&nbsp;impetiolaris</i>	<i>Miconia&nbsp;impetiolaris</i>	<i>Miconia&nbsp;impetiolaris</i>	<i>Miconia&nbsp;impetiolaris</i>	
Melastomataceae		<i>Miconia&nbsp;nervosa</i>	<i>Miconia&nbsp;nervosa</i>	<i>Miconia&nbsp;nervosa</i>	<i>Miconia&nbsp;nervosa</i>	<i>Miconia&nbsp;nervosa</i>	
Melastomataceae		<i>Miconia&nbsp;prasina</i>	<i>Miconia&nbsp;prasina</i>	<i>Miconia&nbsp;prasina</i>	<i>Miconia&nbsp;prasina</i>	<i>Miconia&nbsp;prasina</i>	
Melastomataceae		<i>Mouriri&nbsp;myrtilloides</i>	<i>Mouriri&nbsp;myrtilloides</i>	<i>Mouriri&nbsp;myrtilloides</i>	<i>Mouriri&nbsp;myrtilloides</i>	<i>Mouriri&nbsp;myrtilloides</i>	
Meliaceae		<i>Cedrela&nbsp;odorata</i>	<i>Cedrela&nbsp;odorata</i>	<i>Cedrela&nbsp;odorata</i>	<i>Cedrela&nbsp;odorata</i>	<i>Cedrela&nbsp;odorata</i>	
Meliaceae	*	<i>Guarea&nbsp;bullata</i>	Does&nbsp;not&nbsp;appear	<i>Guarea&nbsp;fuzzy</i>	<i>Guarea&nbsp;sp.&nbsp;nov.</i>	<i>Guarea&nbsp;sp.&nbsp;1</i>	
Meliaceae	*	<i>Guarea&nbsp;grandifolia</i>	<i>Guarea&nbsp;multiflora</i>	<i>Guarea&nbsp;grandifolia</i>	<i>Guarea&nbsp;grandifolia</i>	<i>Guarea&nbsp;grandifolia</i>	
Meliaceae		<i>Guarea&nbsp;guidonia</i>	<i>Guarea&nbsp;guidonia</i>	<i>Guarea&nbsp;guidonia</i>	<i>Guarea&nbsp;guidonia</i>	<i>Guarea&nbsp;guidonia</i>	
Meliaceae	*	<i>Trichilia&nbsp;pallida</i>	<i>Trichilia&nbsp;montana</i>	<i>Trichilia&nbsp;pallida</i>	<i>Trichilia&nbsp;pallida</i>	Does&nbsp;not&nbsp;appear	
Meliaceae	*	<i>Trichilia&nbsp;tuberculata</i>	<i>Trichilia&nbsp;cipo</i>	<i>Trichilia&nbsp;tuberculata</i>	<i>Trichilia&nbsp;tuberculata</i>	<i>Trichilia&nbsp;tuberculata</i>	
Moraceae		<i>Brosimum&nbsp;alicastrum</i>	<i>Brosimum&nbsp;alicastrum</i>	<i>Brosimum&nbsp;alicastrum</i>	<i>Brosimum&nbsp;alicastrum</i>	<i>Brosimum&nbsp;alicastrum</i>	
Moraceae	*	<i>Brosimum&nbsp;guianense</i>	Does&nbsp;not&nbsp;appear	<i>Brosimum&nbsp;guianense</i>	<i>Brosimum&nbsp;guianense</i>	<i>Brosimum&nbsp;guianense</i>	
Moraceae		<i>Ficus&nbsp;citrifolia</i>	<i>Ficus&nbsp;citrifolia</i>	<i>Ficus&nbsp;citrifolia</i>	<i>Ficus&nbsp;citrifolia</i>	<i>Ficus&nbsp;citrifolia</i>	
Moraceae		<i>Ficus&nbsp;colubrinae</i>	<i>Ficus&nbsp;colubrinae</i>	<i>Ficus&nbsp;colubrinae</i>	<i>Ficus&nbsp;colubrinae</i>	Does&nbsp;not&nbsp;appear	
Moraceae		<i>Ficus&nbsp;costaricana</i>	<i>Ficus&nbsp;costaricana</i>	<i>Ficus&nbsp;costaricana</i>	<i>Ficus&nbsp;costaricana</i>	Does&nbsp;not&nbsp;appear	
Moraceae		<i>Ficus&nbsp;insipida</i>	<i>Ficus&nbsp;insipida</i>	<i>Ficus&nbsp;insipida</i>	<i>Ficus&nbsp;insipida</i>	<i>Ficus&nbsp;insipida</i>	
Moraceae	*	<i>Ficus&nbsp;matiziana</i>	<i>Ficus&nbsp;bullenei</i>	<i>Ficus&nbsp;bullenei</i>	<i>Ficus&nbsp;bullenei</i>	<i>Ficus&nbsp;bullenei</i>	
Moraceae		<i>Ficus&nbsp;maxima</i>	<i>Ficus&nbsp;maxima</i>	<i>Ficus&nbsp;maxima</i>	<i>Ficus&nbsp;maxima</i>	<i>Ficus&nbsp;maxima</i>	
Moraceae		<i>Ficus&nbsp;obtusifolia</i>	<i>Ficus&nbsp;obtusifolia</i>	<i>Ficus&nbsp;obtusifolia</i>	<i>Ficus&nbsp;obtusifolia</i>	Does&nbsp;not&nbsp;appear	
Moraceae		<i>Ficus&nbsp;pertusa</i>	<i>Ficus&nbsp;pertusa</i>	<i>Ficus&nbsp;pertusa</i>	<i>Ficus&nbsp;pertusa</i>	Does&nbsp;not&nbsp;appear	
Moraceae		<i>Ficus&nbsp;popenoei</i>	<i>Ficus&nbsp;popenoei</i>	<i>Ficus&nbsp;popenoei</i>	<i>Ficus&nbsp;popenoei</i>	Does&nbsp;not&nbsp;appear	
Moraceae		<i>Ficus&nbsp;tonduzii</i>	<i>Ficus&nbsp;tonduzii</i>	<i>Ficus&nbsp;tonduzii</i>	<i>Ficus&nbsp;tonduzii</i>	<i>Ficus&nbsp;tonduzii</i>	
Moraceae		<i>Ficus&nbsp;trigonata</i>	<i>Ficus&nbsp;trigonata</i>	<i>Ficus&nbsp;trigonata</i>	<i>Ficus&nbsp;trigonta</i>	Does&nbsp;not&nbsp;appear	<i>Ficus&nbsp;aurea</i>
Moraceae		<i>Ficus&nbsp;yoponensis</i>	<i>Ficus&nbsp;yoponensis</i>	<i>Ficus&nbsp;yoponensis</i>	<i>Ficus&nbsp;yoponensis</i>	Does&nbsp;not&nbsp;appear	
Moraceae	*	<i>Maclura&nbsp;tinctoria</i>	Does&nbsp;not&nbsp;appear	<i>Maclura&nbsp;tinctoria</i>	<i>Maclura&nbsp;tinctoria</i>	<i>Chlorophora&nbsp;tinctoria</i>	
Moraceae	*	<i>Maquira&nbsp;guianensis</i>	<i>Maquira&nbsp;costaricana</i>	<i>Maquira&nbsp;costaricana</i>	<i>Maquira&nbsp;costaricana</i>	<i>Maquira&nbsp;guianensis</i>	
Moraceae		<i>Perebea&nbsp;xanthochyma</i>	<i>Perebea&nbsp;xanthochyma</i>	<i>Perebea&nbsp;xanthochyma</i>	<i>Perebea&nbsp;xanthochyma</i>	<i>Perebea&nbsp;xanthochyma</i>	
Moraceae		<i>Poulsenia&nbsp;armata</i>	<i>Poulsenia&nbsp;armata</i>	<i>Poulsenia&nbsp;armata</i>	<i>Poulsenia&nbsp;armata</i>	<i>Poulsenia&nbsp;armata</i>	
Moraceae		<i>Sorocea&nbsp;affinis</i>	<i>Sorocea&nbsp;affinis</i>	<i>Sorocea&nbsp;affinis</i>	<i>Sorocea&nbsp;affinis</i>	<i>Sorocea&nbsp;affinis</i>	
Moraceae	*	<i>Trophis&nbsp;caucana</i>	<i>Olmedia&nbsp;aspera</i>	<i>Olmedia&nbsp;aspera</i>	<i>Olmedia&nbsp;aspera</i>	Does&nbsp;not&nbsp;appear	
Moraceae		<i>Trophis&nbsp;racemosa</i>	<i>Trophis&nbsp;racemosa</i>	<i>Trophis&nbsp;racemosa</i>	<i>Trophis&nbsp;racemosa</i>	<i>Trophis&nbsp;racemosa</i>	
Myristicaceae	*	<i>Virola&nbsp;multiflora</i>	Does&nbsp;not&nbsp;appear	<i>Virola&nbsp;bozo</i>	<i>Virola&nbsp;sp.&nbsp;nov.</i>	<i>Virola&nbsp;multiflora</i>	
Myristicaceae	*	<i>Virola&nbsp;nobilis</i>	<i>Virola&nbsp;surinamensis</i>	<i>Virola&nbsp;surinamensis</i>	<i>Virola&nbsp;surinamensis</i>	<i>Virola&nbsp;surinamensis</i>	
Myristicaceae		<i>Virola&nbsp;sebifera</i>	<i>Virola&nbsp;sebifera</i>	<i>Virola&nbsp;sebifera</i>	<i>Virola&nbsp;sebifera</i>	<i>Virola&nbsp;sebifera</i>	
Myrsinaceae		<i>Ardisia&nbsp;bartlettii</i>	<i>Ardisia&nbsp;bartlettii</i>	<i>Ardisia&nbsp;bartlettii</i>	<i>Ardisia&nbsp;bartlettii</i>	<i>Ardisia&nbsp;bartlettii</i>	
Myrsinaceae	*	<i>Ardisia&nbsp;guianensis</i>	Does&nbsp;not&nbsp;appear	<i>Ardisia&nbsp;guianensis</i>	<i>Ardisia&nbsp;guianensis</i>	<i>Ardisia&nbsp;guianensis</i>	
Myrsinaceae	*	<i>Ardisia&nbsp;standleyana</i>	<i>Ardisia&nbsp;fendleri</i>	<i>Ardisia&nbsp;fendleri</i>	<i>Ardisia&nbsp;fendleri</i>	<i>Ardisia&nbsp;fendleri</i>	
Myrsinaceae	*	<i>Stylogyne&nbsp;turbacensis</i>	<i>Stylogyne&nbsp;standleyi</i>	<i>Stylogyne&nbsp;standleyi</i>	<i>Stylogyne&nbsp;standleyi</i>	<i>Stylogyne&nbsp;standleyi</i>	
Myrtaceae	*	<i>Chamguava&nbsp;schippii</i>	<i>Psidium&nbsp;anglohondurense</i>	<i>Psidium&nbsp;anglohondurense</i>	<i>Chamguava&nbsp;schippii</i>	<i>Chamguava&nbsp;schippii</i>	
Myrtaceae	*	<i>Eugenia&nbsp;coloradoensis</i>	<i>Eugenia&nbsp;coloradensis</i>	<i>Eugenia&nbsp;coloradensis</i>	<i>Eugenia&nbsp;coloradensis</i>	<i>Eugenia&nbsp;coloradoensis</i>	
Myrtaceae		<i>Eugenia&nbsp;galalonensis</i>	<i>Eugenia&nbsp;galalonensis</i>	<i>Eugenia&nbsp;galalonensis</i>	<i>Eugenia&nbsp;galalonensis</i>	Does&nbsp;not&nbsp;appear	
Myrtaceae		<i>Eugenia&nbsp;nesiotica</i>	<i>Eugenia&nbsp;nesiotica</i>	<i>Eugenia&nbsp;nesiotica</i>	<i>Eugenia&nbsp;nesiotica</i>	Does&nbsp;not&nbsp;appear	
Myrtaceae	*	<i>Eugenia&nbsp;oerstediana</i>	<i>Eugenia&nbsp;oerstedeana</i>	<i>Eugenia&nbsp;oerstedeana</i>	<i>Eugenia&nbsp;oerstedeana</i>	Does&nbsp;not&nbsp;appear	
Myrtaceae	*	<i>Myrcia&nbsp;splendens&nbsp;tip.&nbsp;gatunensis</i>	<i>Myrcia&nbsp;gatunensis</i>	<i>Myrcia&nbsp;gatunensis</i>	<i>Myrcia&nbsp;gatunensis</i>	<i>Myrcia&nbsp;gatunensis</i>	
Myrtaceae		<i>Psidium&nbsp;friedrichsthalianum</i>	<i>Psidium&nbsp;friedrichsthalianum</i>	<i>Psidium&nbsp;friedrichsthalianum</i>	<i>Psidium&nbsp;friedrichsthalianum</i>	Does&nbsp;not&nbsp;appear	
Nyctaginaceae	*	<i>Guapira&nbsp;standleyana</i>	<i>Guapira&nbsp;standleyanum</i>	<i>Guapira&nbsp;standleyanum</i>	<i>Guapira&nbsp;standleyanum</i>	Does&nbsp;not&nbsp;appear	
Nyctaginaceae		<i>Neea&nbsp;amplifolia</i>	<i>Neea&nbsp;amplifolia</i>	<i>Neea&nbsp;amplifolia</i>	<i>Neea&nbsp;amplifolia</i>	<i>Neea&nbsp;amplifolia</i>	
Ochnaceae	*	<i>Cespedesia&nbsp;spathulata</i>	<i>Cespedezia&nbsp;macrophylla</i>	<i>Cespedezia&nbsp;macrophylla</i>	<i>Cespedezia&nbsp;macrophylla</i>	<i>Cespedezia&nbsp;macrophylla</i>	
Ochnaceae		<i>Ouratea&nbsp;lucens</i>	<i>Ouratea&nbsp;lucens</i>	<i>Ouratea&nbsp;lucens</i>	<i>Ouratea&nbsp;lucens</i>	<i>Ouratea&nbsp;lucens</i>	
Pentaphylacaceae		<i>Ternstroemia&nbsp;tepezapote</i>	<i>Ternstroemia&nbsp;tepezapote</i>	<i>Ternstroemia&nbsp;tepezapote</i>	<i>Ternstroemia&nbsp;tepezapote</i>	<i>Ternstroemia&nbsp;tepezapote</i>	
Phyllanthaceae		<i>Margaritaria&nbsp;nobilis</i>	<i>Margaritaria&nbsp;nobilis</i>	<i>Unidentified</i>	<i>Margaritaria&nbsp;nobilis</i>	<i>Margaritaria&nbsp;nobilis</i>	
Picramniaceae		<i>Picramnia&nbsp;latifolia</i>	<i>Picramnia&nbsp;latifolia</i>	<i>Picramnia&nbsp;latifolia</i>	<i>Picramnia&nbsp;latifolia</i>	<i>Picramnia&nbsp;latifolia</i>	
Piperaceae		<i>Piper&nbsp;aequale</i>	<i>Piper&nbsp;aequale</i>	<i>Piper&nbsp;aequale</i>	<i>Piper&nbsp;aequale</i>	<i>Piper&nbsp;aequale</i>	
Piperaceae		<i>Piper&nbsp;arboreum</i>	<i>Piper&nbsp;arboreum</i>	<i>Piper&nbsp;arboreum</i>	<i>Piper&nbsp;arboreum</i>	<i>Piper&nbsp;arboreum</i>	
Piperaceae	*	<i>Piper&nbsp;colonense</i>	<i>Piper&nbsp;culebranum</i>	<i>Piper&nbsp;culebranum</i>	<i>Piper&nbsp;culebranum</i>	Both&nbsp;names&nbsp;appear!	
