"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"coccuv","coccuv","coccuv",NA,"Caryophyllales","Polygonaceae","Coccoloba uvifera","L.",NA,NA,"Freestanding","Coccoloba uvifera","(L.) L.","species","Polygonaceae",FALSE,FALSE,FALSE,NA,"Coccoloba uvifera",2888831,"Coccoloba uvifera-COCCUV"
"vignca","vignca",NA,NA,"Fabales","Fabaceae","Cochliasanthus caracalla","(L.) Trew","Vigna caracalla",NA,"Climbing","Cochliasanthus caracalla","(L.) Trew","species","Fabaceae",FALSE,NA,FALSE,NA,"Cochliasanthus caracalla",8308653,"Cochliasanthus caracalla-VIGNCA"
"cochor","cochor",NA,NA,"Malvales","Bixaceae","Cochlospermum orinocense","(Kunth) Steud.",NA,NA,"Freestanding","Cochlospermum orinocense","(Kunth) Steud.","species","Bixaceae",FALSE,NA,FALSE,NA,"Cochlospermum orinocense",4927630,"Cochlospermum orinocense-COCHOR"
"cochvi","cochvi","cochvi","COCV","Malvales","Bixaceae","Cochlospermum vitifolium","(Willd.) Spreng.",NA,NA,"Freestanding","Cochlospermum vitifolium","(Willd.) Spreng.","species","Bixaceae",FALSE,FALSE,FALSE,NA,"Cochlospermum vitifolium",2874865,"Cochlospermum vitifolium-COCHVI-COCV"
"coconu","coconu","coconu",NA,"Arecales","Arecaceae","Cocos nucifera","L.",NA,NA,"Freestanding","Cocos nucifera","L.","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Cocos nucifera",2735117,"Cocos nucifera-COCONU"
"codiva","codiva",NA,NA,"Malpighiales","Euphorbiaceae","Codiaeum variegatum","(L.) A.Juss.",NA,NA,"Freestanding","Codiaeum variegatum","(L.) Rumph. ex A.Juss.","species","Euphorbiaceae",FALSE,NA,FALSE,NA,"Codiaeum variegatum",3071476,"Codiaeum variegatum-CODIVA"
"coffar","coffar","coffar",NA,"Gentianales","Rubiaceae","Coffea arabica","L.",NA,NA,"Freestanding","Coffea arabica","L.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Coffea arabica",2895345,"Coffea arabica-COFFAR"
"coffib","coffib",NA,NA,"Gentianales","Rubiaceae","Coffea liberica","W. Bull",NA,NA,"Freestanding","Coffea liberica","W.Bull","species","Rubiaceae",FALSE,NA,FALSE,NA,"Coffea liberica",8524134,"Coffea liberica-COFFIB"
"cojoca","cojoca",NA,NA,"Fabales","Fabaceae","Cojoba catenata","(Donn. Sm.) Britton & Rose","Pithecellobium catenatum",NA,"Freestanding","Cojoba catenata","(Donn.Sm.) Britton & Rose","species","Fabaceae",FALSE,NA,FALSE,NA,"Cojoba catenata",2981381,"Cojoba catenata-COJOCA"
"pit1ru","pit1ru","pit1ru","PITR","Fabales","Fabaceae","Cojoba rufescens","(Benth.) Britton & Rose","Pithecellobium rufescens","R. Pérez 1827 (PMA, SCZ)","Freestanding","Cojoba rufescens","(Benth.) Britton & Rose","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Cojoba rufescens",2981328,"Cojoba rufescens-PIT1RU-PITR"
"cojoso","cojoso",NA,NA,"Fabales","Fabaceae","Cojoba sophorocarpa","(Benth.) Britton & Rose",NA,NA,"Freestanding","Cojoba sophorocarpa","(Benth.) Britton & Rose","species","Fabaceae",FALSE,NA,FALSE,NA,"Cojoba sophorocarpa",2981353,"Cojoba sophorocarpa-COJOSO"
"colpap","colpap","colpap",NA,"Arecales","Arecaceae","Colpothrinax aphanopetala","R. Evans",NA,NA,"Freestanding","Colpothrinax aphanopetala","R.Evans","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Colpothrinax aphanopetala",2736925,"Colpothrinax aphanopetala-COLPAP"
"coluar","coluar",NA,NA,"Rosales","Rhamnaceae","Colubrina arborescens","Sarg.",NA,NA,"Freestanding","Colubrina arborescens","(Mill.) Sarg.","species","Rhamnaceae",FALSE,NA,FALSE,NA,"Colubrina arborescens",5372463,"Colubrina arborescens-COLUAR"
"colugl","colugl","colugl","COLG","Rosales","Rhamnaceae","Colubrina glandulosa","Perkins",NA,"R. Pérez 2169","Freestanding","Colubrina glandulosa","G.Perkins","species","Rhamnaceae",FALSE,FALSE,FALSE,NA,"Colubrina glandulosa",5372466,"Colubrina glandulosa-COLUGL-COLG"
"coluhe","coluhe","coluhe",NA,"Rosales","Rhamnaceae","Colubrina heteroneura","Standl.",NA,"R. Pérez 2423","Freestanding","Colubrina heteroneura","(Griseb.) Standl.","species","Rhamnaceae",FALSE,FALSE,FALSE,NA,"Colubrina heteroneura",5603104,"Colubrina heteroneura-COLUHE"
"colusp","colusp","colusp",NA,"Rosales","Rhamnaceae","Colubrina spinosa","Donn. Sm.",NA,NA,"Freestanding","Colubrina spinosa","Donn.Sm.","species","Rhamnaceae",FALSE,FALSE,FALSE,NA,"Colubrina spinosa",7273863,"Colubrina spinosa-COLUSP"
"comaar","comaar",NA,NA,"Ericales","Ericaceae","Comarostaphylis arbutoides","Lindl.",NA,NA,"Freestanding","Comarostaphylis arbutoides","Lindl.","species","Ericaceae",FALSE,NA,FALSE,NA,"Comarostaphylis arbutoides",7327487,"Comarostaphylis arbutoides-COMAAR"
"combas","combas",NA,NA,"Myrtales","Combretaceae","Combretum assimile","Eichler",NA,NA,"Climbing","Combretum assimile","Eichler","species","Combretaceae",FALSE,NA,FALSE,NA,"Combretum assimile",3698428,"Combretum assimile-COMBAS"
"combca","combca",NA,"COMC","Myrtales","Combretaceae","Combretum cacoucia","Exell",NA,NA,"Climbing","Combretum cacoucia","Exell ex Sandwith","species","Combretaceae",FALSE,NA,FALSE,NA,"Combretum cacoucia",8396259,"Combretum cacoucia-COMBCA-COMC"
"combde","combde",NA,"COMD","Myrtales","Combretaceae","Combretum decandrum","Jacq.",NA,"R. Pérez 2004 y 2257 (PMA, SCZ)","Climbing","Combretum decandrum","Jacq.","species","Combretaceae",FALSE,NA,FALSE,NA,"Combretum decandrum",3699211,"Combretum decandrum-COMBDE-COMD"
"combfr","combfr",NA,"COMF","Myrtales","Combretaceae","Combretum fruticosum","(Loefl.) Stuntz",NA,"R. Pérez 2142 (PMA, SCZ)","Climbing","Combretum fruticosum","(Loefl.) Stuntz","species","Combretaceae",FALSE,NA,FALSE,NA,"Combretum fruticosum",3698513,"Combretum fruticosum-COMBFR-COMF"
"combla","combla",NA,"COML","Myrtales","Combretaceae","Combretum laxum","Jacq.",NA,"R. Pérez 2164 (PMA, SCZ)","Climbing","Combretum laxum","Jacq.","species","Combretaceae",FALSE,NA,FALSE,NA,"Combretum laxum",7908521,"Combretum laxum-COMBLA-COML"
"combsp","combsp",NA,NA,"Myrtales","Combretaceae","Combretum spinosum","Bonpl.",NA,NA,"Climbing","Combretum spinosum","Bonpl.","species","Combretaceae",FALSE,NA,FALSE,NA,"Combretum spinosum",8106693,"Combretum spinosum-COMBSP"
NA,NA,NA,NA,"Magnoliales","Myristicaceae","Compsoneura excelsa","A.C. Sm.",NA,NA,"Freestanding","Compsoneura excelsa","A.C.Sm.","species","Myristicaceae",FALSE,NA,FALSE,NA,"Compsoneura excelsa",5564512,"Compsoneura excelsa"
"compsp","compsp",NA,NA,"Magnoliales","Myristicaceae","Compsoneura mexicana","(Hemsl.) Janovec",NA,NA,"Freestanding","Compsoneura mexicana","(Hemsl.) Janovec","species","Myristicaceae",FALSE,NA,FALSE,NA,"Compsoneura mexicana",5564497,"Compsoneura mexicana-COMPSP"
"compca","compca","compca",NA,"Magnoliales","Myristicaceae","Compsoneura rigidifolia","W.A. Rodrigues",NA,"R. Pérez 1081","Freestanding","Compsoneura rigidifolia","W.A.Rodrigues","species","Myristicaceae",FALSE,FALSE,FALSE,NA,"Compsoneura rigidifolia",5564476,"Compsoneura rigidifolia-COMPCA"
"concpa","concpa",NA,NA,"Malpighiales","Euphorbiaceae","Conceveiba parvifolia","McPherson",NA,NA,"Freestanding","Conceveiba parvifolia","McPherson","species","Euphorbiaceae",FALSE,NA,FALSE,NA,"Conceveiba parvifolia",3074949,"Conceveiba parvifolia-CONCPA"
"concpl","concpl","concpl",NA,"Malpighiales","Euphorbiaceae","Conceveiba pleiostemona","Donn. Sm.",NA,NA,"Freestanding","Conceveiba pleiostemona","Donn.Sm.","species","Euphorbiaceae",FALSE,FALSE,FALSE,NA,"Conceveiba pleiostemona",3074937,"Conceveiba pleiostemona-CONCPL"
