Family	Latin	Author	countries	minLat	maxLat	minLong	maxLong	Npan	N	range	plots	dens	inventories	maxht
Amaranthaceae	Pleuropetalum sprucei	(Hook. f.) Standl.	13	-23.5	23.23333	-104.8963889	-45	35	285	7700	0	0	0	NA
Anacardiaceae	Anacardium excelsum	(Kunth) Skeels	7	-3.39959	14.5	-87.1333333	-64.2867	230	595	2115	38	9.60532196969697	64	37
Anacardiaceae	Anacardium occidentale	L.	26	-27.8325	22.97	-93.9063889	-34.7992	91	1866	13660	0	0	29	10
Anacardiaceae	Astronium graveolens	Jacq.	18	-27.5369	23.950465	-105.5	-34.8789	114	3214	14871	29	9.97482954545455	35	35
Anacardiaceae	Campnosperma panamense	Standl.	6	0.6667	14.7	-87.0660556	-72.8667	9	57	466	0	0	1	NA
Anacardiaceae	Mauria heterophylla	Kunth	7	-21.04	11.1177	-84.83	-62.58333	49	694	4849	0	0	0	20
Anacardiaceae	Mosquitoxylum jamaicense	Krug & Urb.	11	-1.4628	19.583333	-96.838889	-76.3597	65	382	823	6	1.33854166666667	4	30
Anacardiaceae	Ochoterenaea colombiana	F.A. Barkley	6	-15.6166667	8.82039	-80.7327778	-65.9119	12	140	2751	0	0	3	NA
Anacardiaceae	Spondias mombin	L.	32	-25.3333333	26.06372	-107.391667	-34.8394	263	2770	14510	35	3.15558712121212	71	25
Anacardiaceae	Spondias purpurea	L.	22	-17.86666	29.092701	-110.958349	-53.0833334	125	1085	9423	0	0	24	15
Anacardiaceae	Spondias radlkoferi	Donn. Sm.	12	-8.66666	21.230556	-101.525	-65.9119	153	477	2841	31	1.30135537421192	35	30
Anacardiaceae	Tapirira guianensis	Aubl.	17	-28.9794	16.5680556	-88.8477777	-34.7992	160	6142	13239	27	13.7962712273744	31	40
Anacardiaceae	Tapirira mexicana	Marchand	8	8.51	21.27	-100.256667	-81.7963889	6	229	709	0	0	0	NA
Anacardiaceae	Tapirira rubrinervis	Barfod	3	-3.53	8.75	-82.25	-74.3989	1	8	254	0	0	0	NA
Anacardiaceae	Toxicodendron striatum	(Ruiz & Pav.) Kuntze	13	-18.2	23.950465	-102.575	-63.66666	14	549	5018	0	0	0	NA
Annonaceae	Anaxagorea allenii	R.E. Fr.	3	3.66666	9.707778	-84.393056	-76.43333	59	93	113.76	1	4.16666666666667	10	NA
Annonaceae	Anaxagorea crassipetala	Hemsl.	9	-12	15.75	-86.5	-58.78333	24	300	3866	0	0	1	NA
Annonaceae	Anaxagorea panamensis	Standl.	2	8.46	10.22	-84.39	-78.6063889	11	22	42.46	1	0.367916666666667	0	NA
Annonaceae	Anaxagorea phaeocarpa	Mart.	9	-19.916667	14.5	-86.5	-44.328889	20	343	8214	0	0	0	NA
Annonaceae	Annona acuminata	Saff.	7	-3.96333	10.611111	-84.995833	-45.65806	48	96	2746	9	5.28645833333333	4	NA
Annonaceae	Annona caesia	G. E. Schatz, C. Ramos & O. Ortiz	1	8.7005556	8.9401708	-80.8888889	-80.5869444	15	15	0.61	0	0	0	NA
Annonaceae	Annona cherimola	Mill.	16	-18.4166667	26.9833333	-108.9666667	-64.1166667	11	258	5278	0	0	1	NA
Annonaceae	Annona glabra	L.	31	-29.8283	28	-105.4513889	-34.801916667	48	1047	14306	0	0	3	NA
Annonaceae	Annona hayesii	Saff.	2	5.557979	9.56596	-79.9337	-73.427667	75	89	154	13	3.61837121212121	40	NA
Annonaceae	Annona inconformis	Pittier	2	7.0758	10.5356	-80.6669	-65.9119	9	15	370	0	0	0	NA
Annonaceae	Annona montana	Macfad.	24	-25.45	23.0489	-86.5458	-34.8408	50	863	12889	3	0.0928030303030303	6	NA
Annonaceae	Annona mucosa	Jacq.	26	-26.9215	23.950465	-102.575	-34.88083	55	867	14157	0	0	6	NA
Annonaceae	Annona muricata	L.	25	-18.10833	22.8	-98.69353	-52.33333	34	423	7719	0	0	5	NA
Annonaceae	Annona papilionella	(Diels) H. Rainer	10	-17.74166	16.3333	-88.75	-56.775	26	412	4259	2	0.0473484848484848	8	NA
Annonaceae	Annona pittieri	Donn. Sm.	2	8.52	10.838197	-85.32	-77.76666	28	109	66.31	2	0.275568181818182	5	NA
Annonaceae	Annona purpurea	Moc. & Sessé ex Dunal	13	0.0489	23	-104.854444	-60.9689	55	323	2509	8	0.170454545454545	23	NA
Annonaceae	Annona rensoniana	(Standl.) H. Rainer	8	-0.55958	20.01	-97.29	-72.1264	4	196	1199	0	0	0	NA
Annonaceae	Annona spraguei	Saff.	2	5.7714	9.5492	-80.5428	-74.35	127	152	114	28	1.8986129753915	54	NA
Annonaceae	Annona squamosa	L.	24	-26.16666	23.58	-105.386111	-52.33333	4	380	9707	0	0	0	NA
Annonaceae	Cremastosperma panamense	Maas	1	7.7608	9.5492	-80.8488889	-77.6836	69	69	21.17	2	1.60444630872483	8	NA
Annonaceae	Cremastosperma westrae	Pirie	1	8.1436	9.3333333	-79.5053	-77.675	9	9	11.69	0	0	0	8
Annonaceae	Cymbopetalum costaricense	(Donn. Sm.) Saff.	3	8.3997	14.5	-86.5	-81.7583	9	165	91	1	0.0151515151515152	0	15
Annonaceae	Cymbopetalum lanugipetalum	Schery	3	5.775	9.9858	-83.6478	-74.3416667	81	114	118	5	0.684249161073825	6	10
Annonaceae	Cymbopetalum rugulosum	N.A. Murray	1	8.5	9.38333	-82.5355555	-80.5	27	27	6.14	0	0	0	5
Annonaceae	Cymbopetalum torulosum	G.E. Schatz	4	8.46	14.819222	-86.619143	-78.9697223	4	92	114	0	0	0	8
Annonaceae	Desmopsis bibracteata	(B.L. Rob.) Saff.	6	7.3094	16.1522222	-93.7069444	-80.6978	9	187	174	0	0	0	12
Annonaceae	Desmopsis biseriata	G.E.Schatz & Maas	2	9.2733334	10	-83.4083333	-82.425	3	7	2.31	0	0	0	5
Annonaceae	Desmopsis brachypoda	G.E.Schatz & Maas	1	9.1616667	9.4286614	-82.8452886	-82.6613889	4	4	0.02	0	0	0	8
Annonaceae	Desmopsis confusa	G.E.Schatz, N.Zamora & Maas	2	7.3013889	9.29	-83.4861111	-80.4666667	13	31	33.16	0	0	0	10
Annonaceae	Desmopsis dukei	G.E. Schatz	3	6.08333	10	-83.8667	-75.41666	3	11	27.58	0	0	0	20
Annonaceae	Desmopsis maxonii	Saff.	2	8.4166667	11.033333	-85.491111	-78.9280556	50	100	61.39	0	0	1	10
Annonaceae	Desmopsis microcarpa	R.E. Fr.	5	5.841194	13.80872	-89.34347	-74.849556	9	164	180	0	0	0	8
Annonaceae	Desmopsis nigrescens	G.E. Schatz	1	8.5244445	9.5	-81.1305556	-78.8	31	31	11.87	0	0	0	12
Annonaceae	Desmopsis panamensis	(B.L. Rob.) Saff.	4	6.5386	15.71	-86.5	-76.717639	113	135	230	24	38.1268457646939	15	15
Annonaceae	Desmopsis schippii	Standl.	9	7.2475	17.98	-96.75	-76.4391666	12	244	592	0	0	0	20
Annonaceae	Desmopsis verrucipes	Chatrou, G.E.Schatz & N.Zamora	2	8.403175	10	-84.8333	-83.070833	1	37	14.55	0	0	0	8
Annonaceae	Duguetia confusa	Maas	4	3.83333	12.5	-85	-76.58333	76	171	164.99	6	2.43607954545455	12	25
Annonaceae	Duguetia gentryi	Maas	2	6.457238	8.1436	-78.1331	-74.4475	3	12	32	0	0	0	15
Annonaceae	Duguetia panamensis	Standl.	4	6	12.5	-85	-77	7	46	124.53	0	0	0	15
Annonaceae	Duguetia tuberculata	Maas	2	7.1172	8.0583333	-78.1331	-76.837	3	10	7.62	0	0	0	30
Annonaceae	Duguetia vallicola	J.F. Macbr.	3	3.5	9.3166667	-79.65	-65.18	9	26	494	0	0	0	25
Annonaceae	Guatteria aberrans	Erkens & Maas	3	2.3717	9.45	-80.1505556	-60.2858	26	37	314	6	0.538825757575758	5	25
Annonaceae	Guatteria acrantha	Erkens & Maas	2	7.3094	10.0944444	-84.1138889	-80.4166667	5	6	22.1	0	0	0	20
Annonaceae	Guatteria aeruginosa	Standl.	5	5.75	14.5	-86.5	-76.5127778	20	213	184	0	0	0	25
Annonaceae	Guatteria alata	Maas & Setten	4	-7.36	9.7019	-84.3908	-70.041299	38	43	853	1	0.0473484848484848	1	30
Annonaceae	Guatteria aliciae	Maas & Erkens	1	NA	NA	NA	NA	1	1	0.01	0	0	0	6
Annonaceae	Guatteria allenii	R.E. Fr.	1	7.8681	9.36666	-80.6467	-77.2333333	33	33	17.12	2	0.0946969696969697	1	12
Annonaceae	Guatteria amplifolia	Triana & Planch.	8	1.13333	23.6166667	-105.083333	-74.8333	213	1016	1413	13	3.32424496644295	25	20
Annonaceae	Guatteria chiriquiensis	R.E. Fr.	2	8.3119	10.2681	-84.8333	-82.4394	4	68	21.43	0	0	0	25
Annonaceae	Guatteria costaricensis	R.E. Fr.	2	8.3997	10.99	-85.470834	-81.7583	8	119	25.23	0	0	0	NA
Annonaceae	Guatteria darienensis	S. Arias & Maas	2	3.8811	8.7347222	-81.1666667	-72.8667	17	35	91	0	0	0	16
Annonaceae	Guatteria dolichopoda	Donn. Sm.	6	5.108222	17.5	-96.75	-76.2467	44	314	484	0	0	1	20
Annonaceae	Guatteria jefensis	Barringer	1	9.08333	9.2578	-79.5	-79.3553	21	21	0.14	0	0	1	6
Annonaceae	Guatteria lucens	Standl.	2	8.45	10.675	-84.606944	-77.525	120	183	64.97	22	2.80112174598332	26	38
Annonaceae	Guatteria oliviformis	Donn. Sm.	2	8.0197	10.99036	-85.427649	-77.6986	6	132	60.41	0	0	0	25
Annonaceae	Guatteria panamensis	(R.E. Fr.) R.E. Fr.	2	7.3094	10.2772223	-84.0825	-80.6978	16	23	21.93	0	0	0	13
Annonaceae	Guatteria pseudorotundata	Maas & Erkens	1	NA	NA	NA	NA	1	1	0.01	0	0	0	10
Annonaceae	Guatteria rostrata	Erkens & Maas	3	3.63333	9.2166667	-83.586111	-76.55	1	33	64.7	0	0	0	20
Annonaceae	Guatteria rotundata	Maas & Setten	1	7.7608	9.4642	-82.2269445	-77.6836	22	22	23.89	0	0	0	30
Annonaceae	Guatteria rubiginosa	N. Zamora & Maas	2	9.06611	9.96	-83.69	-82.6613889	5	12	2.75	0	0	0	20
Annonaceae	Guatteria sessilicarpa	Maas & Setten	10	-19.5969	9.4642	-80.6669	-45.1958	45	372	8780	3	0.615530303030303	6	20
Annonaceae	Guatteria slateri	Standl.	2	8.475	9.3833333	-82.8506	-78.8166667	29	30	17.05	0	0	0	30
Annonaceae	Guatteria tacarcunae	Erkens & Maas	1	8.1166667	8.15	-77.3166667	-77.2333333	4	4	0.01	0	0	0	20
Annonaceae	Guatteria talamancana	N. Zamora & Maas	2	8.485	9.7883333	-83.952778	-81.7689	10	29	8.71	0	0	0	20
Annonaceae	Guatteria tomentosa	Rusby	10	-20.7422	15.65	-87.55083	-38.789722	32	313	8589	0	0	0	25
Annonaceae	Guatteria ucayalina	Huber	11	-17.42	12.5	-85	-53.0833334	46	668	7056	1	0.145359848484849	4	35
Annonaceae	Guatteria zamorae	Erkens & see Maas, Paulus (Paul)	1	8.8345833	9.3919	-82.27	-80.4666667	11	11	1.55	0	0	0	15
Annonaceae	Klarobelia anomala	(R.E. Fr.) Chatrou	4	-12.8333333	9.67	-83.01	-69.28333	35	95	1081	2	0.145359848484849	1	25
Annonaceae	Malmea dimera	Chatrou	2	6.077839	9.2722	-79.5053	-75.331553	22	33	51.28	1	0.466382575757576	2	15
Annonaceae	Mosannona garwoodii	Chatrou & Welzenis	1	9.09014	9.28826	-79.97470093	-79.4156	22	22	0.61	13	4.5150043217409	2	15
Annonaceae	Mosannona hypoglauca	(Standl.) Chatrou	3	6.005733	10.536944	-84.5	-74.336389	10	24	135	0	0	0	10
Annonaceae	Mosannona maculata	Chatrou & Welzenis	2	7.471584	9.3022	-78.2478	-76.6808334	6	13	9.8	0	0	0	20
Annonaceae	Oxandra longipetala	R.E. Fr.	4	5.843667	12.5	-85.55	-74.043083	58	90	205	13	85.8385035336587	5	10
Annonaceae	Oxandra panamensis	R.E. Fr.	3	4.855008	12.1052778	-85.26	-74.43385	30	50	165	6	15.3442234848485	5	12
Annonaceae	Oxandra venezuelana	R.E. Fr.	6	5.2444	12.5	-85.6833333	-65.9119	4	91	636	0	0	1	50
Annonaceae	Porcelia magnifructa	(Schery) R.E. Fr.	2	7.3094	10.2681	-84.8233	-79.5	11	15	55.79	0	0	0	NA
Annonaceae	Pseudomalmea darienensis	Chatrou	1	7.4166667	7.97	-78.4	-78.05	4	4	0.15	0	0	0	25
Annonaceae	Sapranthus viridiflorus	G.E. Schatz	3	7.2333333	13.7666667	-86.63333	-80.5833333	6	90	118	0	0	0	12
Annonaceae	Stenanona panamensis	Standl.	2	8.77639	10	-83.8667	-82.05194	5	20	7.71	0	0	0	5
Annonaceae	Stenanona tubiflora	G.E. Schatz & Maas	1	9.225	9.3022	-79.5053	-78.2478	5	5	0.67	0	0	0	4
Annonaceae	Unonopsis bullata	Maas & G.E. Schatz	2	8.8386	10.4233	-84.0122	-78.9575	38	45	14.92	1	0.130208333333333	0	15
Annonaceae	Unonopsis darienensis	Maas & Westra	2	3.9666667	8.09325	-78.4	-76.433333	15	27	44.73	0	0	0	15
Annonaceae	Unonopsis hammelii	G.E. Schatz & Maas	2	9.3797	10.643889	-84.1286	-82.6461	1	26	5.1	0	0	0	20
Annonaceae	Unonopsis longipes	Maas & Westra	2	3.8811	9.3666667	-82.14333	-72.8667	4	21	164	0	0	0	10
Annonaceae	Unonopsis macrocarpa	Maas & Setten	2	7	8.0197	-77.7833333	-75.0569	5	8	10.24	0	0	0	12
Annonaceae	Unonopsis megalosperma	Maas & Westra	1	8.63333	8.6819445	-80.6083333	-80.58333	4	4	0.01	0	0	0	8
Annonaceae	Unonopsis pacifica	R.E. Fr.	3	-1.6658333	8.5208	-79.3327778	-72.8667	6	59	398	0	0	0	28
Annonaceae	Unonopsis panamensis	R.E. Fr.	2	7.41666	9.9828	-84.497222	-78.03333	66	95	69.52	5	3.23792454748831	16	10
Annonaceae	Unonopsis pittieri	Saff.	8	6.0747	17.5	-96.75	-74.9864	75	245	610	13	0.917965222696766	2	25
Annonaceae	Unonopsis storkii	Standl. & L.O. Williams	3	8.7	11.12	-84.36	-77.675	33	67	34.83	2	0.390625	0	10
Annonaceae	Unonopsis theobromifolia	N. Zamora & Poveda	2	8.62	10.2681	-84.8333	-78.2478	9	82	35.43	1	0.0473484848484848	5	NA
Annonaceae	Xylopia aromatica	(Lam.) Mart.	16	-24.8842	23.0489	-86.85	-34.906389	117	2778	12556	2	0.581439393939394	29	NA
Annonaceae	Xylopia bocatorena	Schery	3	8.5347222	11.0666667	-85.05	-78.5666667	90	223	52.71	4	0.693181818181818	10	NA
Annonaceae	Xylopia discreta	(L.) Sprague & Hutch.	7	-10.7231	9.57526	-79.41638	-45.1206	3	151	5747	0	0	0	NA
Annonaceae	Xylopia frutescens	Aubl.	17	-23.0353	22.8411	-103.307778	-34.7992	144	1064	12409	18	2.45833333333333	51	NA
Annonaceae	Xylopia macrantha	Triana & Planch.	4	-11.8333333	10.4233	-84.1458333	-71.09	93	163	1128	24	19.9610903498068	27	NA
Annonaceae	Xylopia panamensis	G.E. Schatz	1	9.1592	9.4314	-80	-78.916667	17	17	1.97	1	4.296875	1	NA
Annonaceae	Xylopia sericea	A. St.-Hil.	12	-24.1683	12.5	-85.4275	-34.9047	24	1062	12176	6	3.33996212121212	8	NA
Annonaceae	Xylopia sericophylla	Standl. & L.O. Williams	3	3.860056	13.3333333	-85.4166667	-72.68158	0	69	172	0	0	0	NA
Apiaceae	Myrrhidendron donnellsmithii		4	8.88	16.786111	-92.965972	-82.81	9	127	132	0	0	0	7
Apiaceae	Myrrhidendron maxonii	J.M. Coult. & Rose	1	8.35	8.8427777	-82.9333333	-82.25	28	28	1.67	0	0	0	4
Apocynaceae	Alstonia longifolia	(A. DC.) Pichon	6	8.71666	23.95056	-105.05857533	-82.26666	2	252	898	0	0	0	20
Apocynaceae	Aspidosperma cruentum	Woodson	10	-13.3666667	17.75	-91.14416	-51.76666	120	148	5965	29	18.2278714154973	29	40
Apocynaceae	Aspidosperma crypticum	J.F. Morales & N. Zamora	3	3.9166667	9.6930555	-84.39	-77	1	7	61.43	0	0	0	40
Apocynaceae	Aspidosperma darienense	Woodson ex Dwyer	5	-20.316667	8.6333333	-77.9166667	-46.516667	6	57	5562	0	0	0	38
Apocynaceae	Aspidosperma excelsum	Benth.	11	-24	10.4233	-84.0122	-38.9508	39	831	10283	6	3.27035984848485	11	25
Apocynaceae	Aspidosperma megalocarpon	Müll. Arg.	13	-0.6586	24.045833	-109.988611	-53.2	17	361	3427	0	0	0	30
Apocynaceae	Aspidosperma rigidum	Rusby	8	-18.8033333	10.4233	-84.608056	-45.9075	9	528	8074	0	0	0	36
Apocynaceae	Couma macrocarpa	Barb. Rodr.	13	-17.4986	17.1833334	-90.5	-39.0733	15	567	9180	0	0	0	35
Apocynaceae	Himatanthus articulatus	(Vahl) Woodson	10	-18.3169	10.945788	-82.3478	-37.354829	28	1200	10129	0	0	0	20
Apocynaceae	Lacmellea edulis	H. Karst.	6	-13.2155556	10.1331	-79.83778	-67.53333	4	146	2162	0	0	0	18
Apocynaceae	Lacmellea panamensis	(Woodson) Markgr.	8	1.21666	17	-90.5	-72.8667	137	422	679	24	3.54803691275168	23	25
Apocynaceae	Lacmellea speciosa	Woodson	5	-5.05555	10.4233	-84.8233	-70.27465	44	145	1254	3	0.189393939393939	1	20
Apocynaceae	Laxoplumeria tessmannii	Markgr.	6	-17.5	9.54503	-80.125	-60.6311	41	95	2579	8	0.877367424242424	14	35
Apocynaceae	Macoubea mesoamericana	J.F. Morales	2	9.1925	9.9828	-83.4272	-78.23333	14	22	8.31	1	0.0473484848484848	1	50
Apocynaceae	Macoubea sprucei	(Müll. Arg.) Markgr.	9	-17.8453	9.9828	-83.6478	-38.9508	19	134	8386	0	0	0	NA
Apocynaceae	Malouetia guatemalensis	(Müll. Arg.) Standl.	11	3.6911	17	-90.5	-53.0833334	55	229	1695	0	0	0	15
Apocynaceae	Malouetia quadricasarum	Woodson	3	-4.3592	9.5	-80	-72.8667	59	111	456	7	8.17850378787879	20	30
Apocynaceae	Plumeria pudica	Jacq.	4	3.8811	12.0761	-82.0275	-60.767139	8	45	909	0	0	0	4
Apocynaceae	Plumeria rubra	L.	29	-27.466667	47.4666667	-121.8166667	-40.91666	39	1185	14899	0	0	4	20
Apocynaceae	Rauvolfia aphlebia	(Standl.) A.H. Gentry	3	5.775	10.83333	-84.996639	-74.3416667	32	131	110	0	0	0	10
Apocynaceae	Rauvolfia littoralis	Rusby	6	-3.2106	17	-88.5	-72.8667	58	219	920	5	0.229583333333333	10	8
Apocynaceae	Rauvolfia purpurascens	Standl.	4	4.2621	10.531389	-84.177778	-71.6166667	18	62	287	0	0	3	12
Apocynaceae	Tabernaemontana alba	Mill.	11	-27.28333	23.950465	-105.0516667	-55.55	19	987	4842	0	0	0	8
Apocynaceae	Tabernaemontana alfaroi	Donn. Sm.	2	8.50305	10.990556	-85.63	-79.91527	30	217	47.62	0	0	4	6
Apocynaceae	Tabernaemontana allenii	(Woodson) A.O. Simões & M.E. Endress	1	8.48222	8.48222	-81.09805	-81.09805	1	1	0.01	0	0	0	5
Apocynaceae	Tabernaemontana amygdalifolia	Jacq.	16	-8.4131	24.996667	-107.57	-63.61166	27	832	4048	0	0	0	8
Apocynaceae	Tabernaemontana arborea	Rose	8	3.6122	19.3333	-96.75	-72.8667	72	302	963	15	3.3678956935123	6	25
Apocynaceae	Tabernaemontana donnell-smithii	Rose	8	7.4256	23.950465	-105.361389	-80.4997	14	832	1248	0	0	0	12
Apocynaceae	Tabernaemontana glabra	(Benth.) A.O. Simões & M.E. Endress	12	-16.33333	23.6166667	-105.8	-67.96666	7	506	3644	0	0	0	6
Apocynaceae	Tabernaemontana grandiflora	Jacq.	10	-1.503	23	-105.483333	-53.81666667	271	772	3946	10	0.153409090909091	34	5
Apocynaceae	Tabernaemontana heterophylla	Vahl	11	-15.2	10.8667	-84.8333	-47.2097	32	714	8222	0	0	0	5
Apocynaceae	Tabernaemontana litoralis	Kunth	7	3.3611	23	-103.9847222	-75.49991	18	180	1287	0	0	0	12
Apocynaceae	Tabernaemontana longipes	Donn. Sm.	6	-3.7416666	17	-88.5	-72.8667	128	475	838	4	0.540719696969697	7	6
Apocynaceae	Tabernaemontana markgrafiana	J.F. Macbr.	6	-11.7856	8.3666667	-79.8436	-51.933	8	201	4913	0	0	0	6
Apocynaceae	Tabernaemontana panamensis	(Markgr., Boiteau & L. Allorge) Leeuwenb.	9	-12.6107	10.0422	-82.7881	-45.9075	134	836	6711	1	0.260416666666667	8	6
Apocynaceae	Tabernaemontana robinsonii	(Woodson) A.O. Simões & M.E. Endress	6	2.5319	15.702133	-90.356243	-73.4872	100	251	534	0	0	0	4
Apocynaceae	Tabernaemontana undulata	Vahl	13	-11.2356	10.7	-84.0461	-46.0122	141	823	7050	4	28.6609848484848	13	7
Apocynaceae	Thevetia ahouai	(L.) A. DC.	10	-4.15	23.950465	-104.678622687	-63.6094	273	1074	3215	13	1.88468044539353	33	10
Apocynaceae	Thevetia peruviana	(Pers.) K. Schum.	22	-28.598333	29.109525	-110.982513	-34.863056	19	398	15243	0	0	0	8
Aquifoliaceae	Ilex chiriquensis	Standl.	3	2.77	10.3333333	-84.8333333	-76.1661	17	54	100	0	0	0	NA
Aquifoliaceae	Ilex costaricensis	Donn. Sm.	4	8.485	19.3333	-96.75	-81.7689	13	99	366	0	0	0	NA
Aquifoliaceae	Ilex fortunensis	W.J. Hahn	3	8.71666	9.8778889	-84.0448889	-82.23333	1	3	0.01	0	0	0	4
Aquifoliaceae	Ilex guianensis	(Aubl.) Kuntze	19	-0.83333	19.5653	-96.75	-52.01	32	419	3086	1	0.0151515151515152	3	NA
Aquifoliaceae	Ilex kunthiana	Triana	5	-4.3569	11.1161	-84.83333	-65.9119	23	148	1308	0	0	0	NA
Aquifoliaceae	Ilex lamprophylla	Standl.	4	8.46666	14.41442	-89.62967	-80.6467	10	155	149	0	0	0	NA
Aquifoliaceae	Ilex maxima	W.J. Hahn	4	-4.3133333	10.38	-84.7922	-74.3416667	12	105	436	0	0	0	10
Aquifoliaceae	Ilex pallida	Standl.	5	8.5	14.56666	-89.36642	-82.25	12	161	107	0	0	0	NA
Aquifoliaceae	Ilex skutchii	Edwin ex T.R. Dudley & W.J. Hahn	4	6.3166667	13.9838889	-86.3605833	-68.3166667	2	112	291	0	0	0	NA
Aquifoliaceae	Ilex stellata	W.J. Hahn	1	7.3094	8.66666	-81.1666667	-80.11805	7	7	8.16	0	0	0	8
Aquifoliaceae	Ilex vulcanicola	Standl.	2	8.3997	10.33333	-84.83333	-79.3553	12	57	39.72	0	0	0	NA
Aquifoliaceae	Ilex yurumanguinis	Cuatrec.	6	-4.3	12.5	-87.07	-68.4833333	45	222	1046	0	0	0	NA
Araliaceae	Dendropanax alberti-smithii	Nevling	4	-10.4219445	10.18	-84.48	-75.3155556	23	31	365	0	0	0	30
Araliaceae	Dendropanax arboreus	(L.) Decne. & Planch.	23	-23.58333	27.408333	-106.888	-35.469972	297	3269	13775	42	14.2435133211308	63	25
Araliaceae	Dendropanax bracteatus	M.J. Cannon & Cannon	2	7.8681	8.274005	-77.7069	-77.2153	5	8	0.74	0	0	0	4
Araliaceae	Dendropanax capillaris	M.J. Cannon & Cannon	4	8.3997	17.95	-96.5	-79.3553	37	115	374	0	0	0	15
Araliaceae	Dendropanax caucanus	(Harms) Harms	5	-4.03367	12.3054167	-85.4828	-69.962639	24	277	1209	0	0	0	12
Araliaceae	Dendropanax globosus	M.J. Cannon & Cannon	3	4.0166667	10.990357	-85.61666	-76.227	19	97	124.73	1	0.0946969696969697	0	12
Araliaceae	Dendropanax gonatopodus	(Donn. Sm.) A.C. Sm.	7	7.8681	17.5	-96.75	-77.3166667	22	122	446	0	0	0	6
Araliaceae	Dendropanax latilobus	M.J. Cannon & Cannon	2	8.491486	10.966667	-85.466667	-82.219508	9	38	10.09	0	0	0	15
Araliaceae	Dendropanax leptopodus	(Donn. Sm.) A.C. Sm.	8	7.6166667	18.32	-99.675	-77.6986	11	75	581	0	0	0	9
Araliaceae	Dendropanax pachypedunculatus	Idárraga & Lowry	1	8.8694445	8.8958	-80.6666667	-80.6436	2	2	0.193368197696152	0	0	0	NA
Araliaceae	Dendropanax praestans	A.C. Sm.	2	8.5122222	10.96	-85.49	-80.11666	13	27	39.11	0	0	0	25
Araliaceae	Dendropanax punctatus	M.J. Cannon & Cannon	2	7.3125	9.9858	-84.3908	-78.9166667	46	60	62.86	1	0.0303030303030303	1	9
Araliaceae	Dendropanax querceti	Donn. Sm.	3	-0.96666	10.928611	-85.469445	-76.1833333	35	179	198	0	0	0	8
Araliaceae	Dendropanax sessiliflorus	(Standl. & A.C. Sm.) A.C. Sm.	2	7.8681	10.216667	-84.616667	-77.375	37	127	65.58	3	0.520833333333333	7	30
Araliaceae	Oreopanax capitatus	(Jacq.) Decne. & Planch.	27	-27.09	23.6166667	-102.575	-34.8789	95	1452	13776	1	0.000416666666666667	0	40
Araliaceae	Oreopanax compactus	M.J. Cannon & Cannon	2	8.58916	9.96	-83.69	-81.83388	1	6	2.22	0	0	0	5
Araliaceae	Oreopanax costaricensis	Marchal	2	8.3333	10.9275	-85.47	-80.0747	12	55	41.02	0	0	0	10
Araliaceae	Oreopanax nubigenus	Standl.	2	8.7956	10.75391	-85.129212	-82.4	3	48	9.16	0	0	0	16
Araliaceae	Oreopanax oerstedianus	Marchal	2	8.45	10.9905555	-85.427778	-81.76666	19	133	30.38	0	0	0	10
Araliaceae	Oreopanax paramicola	J.F. Morales & Idárraga	2	8.75	9.9717	-84.045	-82.4	12	32	5.77	0	0	0	NA
Araliaceae	Oreopanax pycnocarpus	Donn. Sm.	2	8.7956	10.0586111	-84.39	-82.4139	9	61	12.91	0	0	0	12
Araliaceae	Oreopanax spathulatus	M.J. Cannon & Cannon	1	8.78333	8.8333333	-82.63333	-82.53333	6	6	0.01	0	0	0	8
Araliaceae	Oreopanax striatus	M.J. Cannon & Cannon	2	8.7192	10.4711	-84.9011	-82.2381	5	40	10.51	0	0	0	10
Araliaceae	Oreopanax superoerstedianus	M.J. Cannon & Cannon	2	8.485	10.5	-84	-80.0747	22	24	25.93	0	0	0	10
Araliaceae	Oreopanax vestitus	A.C. Sm.	3	3.612792	10.3425	-84.81527	-76.601827	68	86	76.78	0	0	0	20
Araliaceae	Oreopanax xalapensis	(Kunth) Decne. & Planch.	7	8.43333	23.950465	-110.9691667	-81.7655556	37	902	971	0	0	0	20
Araliaceae	Schefflera albocapitata	M.J. Cannon & Cannon	2	8.8	9.7103	-83.7781	-79.56666	3	6	10.45	0	0	0	5
Araliaceae	Schefflera aquaverensis	M.J. Cannon & Cannon	1	8.48222	8.5689	-81.09805	-81.0069	2	2	0.01	0	0	0	5
Araliaceae	Schefflera archeri	Harms	2	5.201576	9.5492	-82.73611	-76.5	52	75	66.77	0	0	0	8
Araliaceae	Schefflera brenesii	A.C. Sm.	2	8.68333	11.033333	-85.466111	-82.67916	2	82	20.18	0	0	0	3
Araliaceae	Schefflera cicatricata	M.J. Cannon & Cannon	1	8.485	8.8166667	-82.45	-81.0069	11	11	3.03	0	0	0	5
Araliaceae	Schefflera coclensis	M.J. Cannon & Cannon	1	8.6991666	8.8844444	-80.8838889	-80.625	6	6	0.44	0	0	0	10
Araliaceae	Schefflera epiphytica	A.C. Sm.	3	1.3	10.21	-84.51	-77.93333	74	82	64	0	0	0	NA
Araliaceae	Schefflera jefensis	M.J. Cannon & Cannon	1	9.08333	9.2578	-79.5	-79.3553	8	8	0.14	0	0	0	6
