"plot"	"census"	"tag"	"dbh"	"code"	"exposure"
"25ha"	2004	20689	79	NA	NA
"25ha"	2004	20689	71	NA	NA
"25ha"	2004	20689	56	NA	NA
"25ha"	2004	20689	53	NA	NA
"25ha"	2004	20696	104	NA	NA
"25ha"	2004	20696	100	NA	NA
"25ha"	2004	20696	100	NA	NA
"25ha"	2004	20696	82	NA	NA
"25ha"	2004	20696	96	NA	NA
"25ha"	2004	20696	73	NA	NA
"25ha"	2004	20696	63	NA	NA
"25ha"	2004	20697	120	NA	NA
"25ha"	2004	20697	118	NA	NA
"25ha"	2004	20697	107	NA	NA
"25ha"	2004	20697	83	NA	NA
"25ha"	2004	20697	105	NA	NA
"25ha"	2004	20697	96	NA	NA
"25ha"	2004	20697	108	NA	NA
"25ha"	2004	20697	89	NA	NA
"25ha"	2004	20698	74	NA	NA
"25ha"	2004	20698	51	NA	NA
"25ha"	2004	20699	104	NA	NA
"25ha"	2004	20699	95	NA	NA
"25ha"	2004	20699	88	NA	NA
"25ha"	2004	20699	90	NA	NA
"25ha"	2004	20699	78	NA	NA
"25ha"	2004	20699	83	NA	NA
"25ha"	2004	20699	82	NA	NA
"25ha"	2004	20699	84	NA	NA
"25ha"	2004	20699	79	NA	NA
"25ha"	2004	20699	75	NA	NA
"25ha"	2004	20710	80	NA	NA
"25ha"	2004	20710	78	NA	NA
"25ha"	2004	20710	75	NA	NA
"25ha"	2004	20710	73	NA	NA
"25ha"	2004	20710	71	NA	NA
"25ha"	2004	20710	51	NA	NA
"25ha"	2004	20711	76	NA	NA
"25ha"	2004	20711	72	NA	NA
"25ha"	2004	20711	66	NA	NA
"25ha"	2004	20711	47	NA	NA
"25ha"	2004	20717	360	NA	NA
"25ha"	2004	20717	15	NA	NA
"25ha"	2004	20720	312	NA	NA
"25ha"	2004	20720	28	NA	NA
"25ha"	2004	20729	90	NA	NA
"25ha"	2004	20729	85	NA	NA
"25ha"	2004	20729	72	NA	NA
"25ha"	2004	20731	98	NA	NA
"25ha"	2004	20731	91	NA	NA
"25ha"	2004	20731	91	NA	NA
"25ha"	2004	20731	89	NA	NA
"25ha"	2004	20731	86	NA	NA
"25ha"	2004	20731	84	NA	NA
"25ha"	2004	20731	70	NA	NA
"25ha"	2004	20731	70	NA	NA
"25ha"	2004	20731	68	NA	NA
"25ha"	2004	20731	66	NA	NA
"25ha"	2004	20731	61	NA	NA
"25ha"	2004	20731	55	NA	NA
"25ha"	2004	20731	58	NA	NA
"25ha"	2004	20731	51	NA	NA
"25ha"	2004	20734	94	NA	NA
"25ha"	2004	20734	85	NA	NA
"25ha"	2004	20734	50	NA	NA
"25ha"	2004	20735	87	NA	NA
"25ha"	2004	20735	65	NA	NA
"25ha"	2004	20735	61	NA	NA
"25ha"	2004	20735	59	NA	NA
"25ha"	2004	20755	87	NA	NA
"25ha"	2004	20755	86	NA	NA
"25ha"	2004	20755	76	NA	NA
"25ha"	2004	20755	62	NA	NA
"25ha"	2004	20772	69	NA	NA
"25ha"	2004	20772	68	NA	NA
"25ha"	2004	20772	65	NA	NA
"25ha"	2004	20772	47	NA	NA
"25ha"	2004	20773	109	NA	NA
"25ha"	2004	20773	108	NA	NA
"25ha"	2004	20773	104	NA	NA
"25ha"	2004	20773	66	NA	NA
"25ha"	2004	20773	52	NA	NA
"25ha"	2004	20773	52	NA	NA
"25ha"	2004	20775	99	NA	NA
"25ha"	2004	20775	93	NA	NA
"25ha"	2004	20775	91	NA	NA
"25ha"	2004	20775	88	NA	NA
"25ha"	2004	20775	88	NA	NA
"25ha"	2004	20775	72	NA	NA
"25ha"	2004	20775	76	NA	NA
"25ha"	2004	20775	70	NA	NA
"25ha"	2004	20775	52	NA	NA
"25ha"	2004	20777	102	NA	NA
"25ha"	2004	20777	98	NA	NA
"25ha"	2004	20777	98	NA	NA
"25ha"	2004	20777	96	NA	NA
"25ha"	2004	20777	91	NA	NA
"25ha"	2004	20777	50	NA	NA
"25ha"	2004	20778	100	NA	NA
"25ha"	2004	20778	90	NA	NA
"25ha"	2004	20778	57	NA	NA
"25ha"	2004	20779	95	NA	NA
"25ha"	2004	20779	76	NA	NA
"25ha"	2004	20779	74	NA	NA
"25ha"	2004	20782	72	NA	NA
"25ha"	2004	20782	58	NA	NA
"25ha"	2004	20785	59	NA	NA
"25ha"	2004	20785	56	NA	NA
"25ha"	2004	20786	102	NA	NA
"25ha"	2004	20786	80	NA	NA
"25ha"	2004	20793	121	NA	NA
"25ha"	2004	20793	113	NA	NA
"25ha"	2004	20793	100	NA	NA
"25ha"	2004	20793	84	NA	NA
"25ha"	2004	20800	79	NA	NA
"25ha"	2004	20800	63	NA	NA
"25ha"	2004	20808	46	NA	NA
"25ha"	2004	20808	44	NA	NA
"25ha"	2004	20824	78	NA	NA
"25ha"	2004	20824	58	NA	NA
"25ha"	2004	20831	142	NA	NA
"25ha"	2004	20831	126	NA	NA
"25ha"	2004	20837	378	NA	NA
"25ha"	2004	20837	22	NA	NA
"25ha"	2004	20837	55	NA	NA
"25ha"	2004	20879	86	NA	NA
"25ha"	2004	20879	86	NA	NA
"25ha"	2004	20879	77	NA	NA
"25ha"	2004	20887	108	NA	NA
"25ha"	2004	20887	94	NA	NA
"25ha"	2004	20887	93	NA	NA
"25ha"	2004	20888	99	NA	NA
"25ha"	2004	20888	88	NA	NA
"25ha"	2004	20888	84	NA	NA
"25ha"	2004	20891	104	NA	NA
"25ha"	2004	20891	86	NA	NA
"25ha"	2004	20892	610	NA	NA
"25ha"	2004	20892	19	NA	NA
"25ha"	2004	20892	18	NA	NA
"25ha"	2004	20892	18	NA	NA
"25ha"	2004	20892	16	NA	NA
"25ha"	2004	20892	16	NA	NA
"25ha"	2004	20892	17	NA	NA
"25ha"	2004	20892	17	NA	NA
"25ha"	2004	20892	14	NA	NA
"25ha"	2004	20892	11	NA	NA
"25ha"	2004	20892	19	NA	NA
"25ha"	2004	20892	30	NA	NA
"25ha"	2004	20902	98	NA	NA
"25ha"	2004	20902	93	NA	NA
"25ha"	2004	20902	87	NA	NA
"25ha"	2004	20902	84	NA	NA
"25ha"	2004	20902	84	NA	NA
"25ha"	2004	20902	63	NA	NA
"25ha"	2004	20908	91	NA	NA
"25ha"	2004	20908	54	NA	NA
"25ha"	2004	20919	98	NA	NA
"25ha"	2004	20919	92	NA	NA
"25ha"	2004	20919	89	NA	NA
"25ha"	2004	20919	85	NA	NA
"25ha"	2004	20919	76	NA	NA
"25ha"	2004	20919	57	NA	NA
"25ha"	2004	20922	89	NA	NA
"25ha"	2004	20922	87	NA	NA
"25ha"	2004	20922	86	NA	NA
"25ha"	2004	20922	76	NA	NA
"25ha"	2004	20922	71	NA	NA
"25ha"	2004	20923	100	NA	NA
"25ha"	2004	20923	97	NA	NA
"25ha"	2004	20923	93	NA	NA
"25ha"	2004	20923	70	NA	NA
"25ha"	2004	20932	63	NA	NA
"25ha"	2004	20932	58	NA	NA
"25ha"	2004	20935	117	NA	NA
"25ha"	2004	20935	108	NA	NA
"25ha"	2004	20935	97	NA	NA
"25ha"	2004	20935	57	NA	NA
"25ha"	2004	20937	106	NA	NA
"25ha"	2004	20937	100	NA	NA
"25ha"	2004	20937	100	NA	NA
"25ha"	2004	20937	92	NA	NA
"25ha"	2004	20937	91	NA	NA
"25ha"	2004	20937	78	NA	NA
"25ha"	2004	20939	103	NA	NA
"25ha"	2004	20939	94	NA	NA
"25ha"	2004	20939	90	NA	NA
"25ha"	2004	20939	85	NA	NA
"25ha"	2004	20939	78	NA	NA
"25ha"	2004	20939	78	NA	NA
"25ha"	2004	20939	69	NA	NA
"25ha"	2004	20939	59	NA	NA
"25ha"	2004	20939	56	NA	NA
"25ha"	2004	20939	77	NA	NA
"25ha"	2004	20939	64	NA	NA
"25ha"	2004	20939	60	NA	NA
"25ha"	2004	20939	56	NA	NA
"25ha"	2004	20942	107	NA	NA
"25ha"	2004	20942	107	NA	NA
"25ha"	2004	20953	93	NA	NA
"25ha"	2004	20953	63	NA	NA
"25ha"	2004	20954	93	NA	NA
"25ha"	2004	20954	71	NA	NA
"25ha"	2004	20954	49	NA	NA
"25ha"	2004	20961	100	NA	NA
"25ha"	2004	20961	90	NA	NA
"25ha"	2004	20961	88	NA	NA
"25ha"	2004	20961	62	NA	NA
"25ha"	2004	20961	56	NA	NA
"25ha"	2004	20969	67	NA	NA
"25ha"	2004	20969	51	NA	NA
"25ha"	2004	20970	71	NA	NA
"25ha"	2004	20970	66	NA	NA
"25ha"	2004	20972	82	NA	NA
"25ha"	2004	20972	61	NA	NA
"25ha"	2004	20974	76	NA	NA
"25ha"	2004	20974	59	NA	NA
"25ha"	2004	20975	93	NA	NA
"25ha"	2004	20975	89	NA	NA
"25ha"	2004	20975	60	NA	NA
"25ha"	2004	20989	98	NA	NA
"25ha"	2004	20989	77	NA	NA
"25ha"	2004	20989	65	NA	NA
"25ha"	2004	20994	100	NA	NA
"25ha"	2004	20994	88	NA	NA
"25ha"	2004	20994	87	NA	NA
"25ha"	2004	20994	77	NA	NA
"25ha"	2004	20994	71	NA	NA
"25ha"	2004	20994	60	NA	NA
"25ha"	2004	20994	60	NA	NA
"25ha"	2004	20996	112	NA	NA
"25ha"	2004	20996	110	NA	NA
"25ha"	2004	20996	86	NA	NA
"25ha"	2004	20996	78	NA	NA
"25ha"	2004	20996	45	NA	NA
"25ha"	2004	21008	161	NA	NA
"25ha"	2004	21008	63	NA	NA
"25ha"	2004	21010	257	NA	NA
"25ha"	2004	21010	36	NA	NA
"25ha"	2004	21013	163	NA	NA
"25ha"	2004	21013	102	NA	NA
"25ha"	2004	21014	219	NA	NA
"25ha"	2004	21014	147	NA	NA
"25ha"	2004	21015	181	NA	NA
"25ha"	2004	21015	169	NA	NA
"25ha"	2004	21018	266	NA	NA
"25ha"	2004	21018	99	NA	NA
"25ha"	2004	21029	73	NA	NA
"25ha"	2004	21029	72	NA	NA
"25ha"	2004	21030	250	NA	NA
"25ha"	2004	21030	210	NA	NA
"25ha"	2004	21033	112	NA	NA
"25ha"	2004	21033	68	NA	NA
"25ha"	2004	21038	110	NA	NA
"25ha"	2004	21038	76	NA	NA
"25ha"	2004	21041	273	NA	NA
"25ha"	2004	21041	115	NA	NA
"25ha"	2004	21044	138	NA	NA
"25ha"	2004	21044	87	NA	NA
"25ha"	2004	21046	297	NA	NA
"25ha"	2004	21046	292	NA	NA
"25ha"	2004	21049	116	NA	NA
"25ha"	2004	21049	88	NA	NA
"25ha"	2004	21049	51	NA	NA
"25ha"	2004	21061	150	NA	NA
"25ha"	2004	21061	92	NA	NA
"25ha"	2004	21061	61	NA	NA
"25ha"	2004	21061	69	NA	NA
"25ha"	2004	21061	59	NA	NA
"25ha"	2004	21063	144	NA	NA
"25ha"	2004	21063	69	NA	NA
"25ha"	2004	21070	103	NA	NA
"25ha"	2004	21070	52	NA	NA
"25ha"	2004	21085	87	NA	NA
"25ha"	2004	21085	84	NA	NA
"25ha"	2004	21086	453	NA	NA
"25ha"	2004	21086	432	NA	NA
"25ha"	2004	21097	112	NA	NA
"25ha"	2004	21097	71	NA	NA
"25ha"	2004	21099	238	NA	NA
"25ha"	2004	21099	82	NA	NA
"25ha"	2004	21101	107	NA	NA
"25ha"	2004	21101	104	NA	NA
"25ha"	2004	21101	102	NA	NA
"25ha"	2004	21101	67	NA	NA
"25ha"	2004	21101	61	NA	NA
"25ha"	2004	21101	104	NA	NA
"25ha"	2004	21102	372	NA	NA
"25ha"	2004	21102	44	NA	NA
"25ha"	2004	21107	100	NA	NA
"25ha"	2004	21107	80	NA	NA
"25ha"	2004	21107	72	NA	NA
"25ha"	2004	21107	85	NA	NA
"25ha"	2004	21107	68	NA	NA
"25ha"	2004	21107	52	NA	NA
"25ha"	2004	21108	102	NA	NA
"25ha"	2004	21108	93	NA	NA
"25ha"	2004	21111	110	NA	NA
"25ha"	2004	21111	81	NA	NA
"25ha"	2004	21117	88	NA	NA
"25ha"	2004	21117	85	NA	NA
"25ha"	2004	21117	84	NA	NA
"25ha"	2004	21117	62	NA	NA
"25ha"	2004	21117	83	NA	NA
"25ha"	2004	21117	86	NA	NA
"25ha"	2004	21130	80	NA	NA
"25ha"	2004	21130	77	NA	NA
"25ha"	2004	21130	72	NA	NA
"25ha"	2004	21130	62	NA	NA
"25ha"	2004	21130	65	NA	NA
"25ha"	2004	21130	73	NA	NA
"25ha"	2004	21150	97	NA	NA
"25ha"	2004	21150	94	NA	NA
"25ha"	2004	21150	59	NA	NA
"25ha"	2004	21150	94	NA	NA
"25ha"	2004	21150	76	NA	NA
"25ha"	2004	21150	62	NA	NA
"25ha"	2004	21160	86	NA	NA
"25ha"	2004	21160	81	NA	NA
"25ha"	2004	21160	80	NA	NA
"25ha"	2004	21160	75	NA	NA
"25ha"	2004	21161	102	NA	NA
"25ha"	2004	21161	86	NA	NA
"25ha"	2004	21161	82	NA	NA
"25ha"	2004	21162	75	NA	NA
"25ha"	2004	21162	65	NA	NA
"25ha"	2004	21167	83	NA	NA
"25ha"	2004	21167	77	NA	NA
"25ha"	2004	21178	77	NA	NA
"25ha"	2004	21178	77	NA	NA
"25ha"	2004	21178	76	NA	NA
"25ha"	2004	21178	56	NA	NA
"25ha"	2004	21178	73	NA	NA
"25ha"	2004	21178	49	NA	NA
"25ha"	2004	21180	90	NA	NA
"25ha"	2004	21180	88	NA	NA
"25ha"	2004	21180	77	NA	NA
"25ha"	2004	21180	72	NA	NA
"25ha"	2004	21180	68	NA	NA
"25ha"	2004	21180	51	NA	NA
"25ha"	2004	21193	300	NA	NA
"25ha"	2004	21193	330	NA	NA
"25ha"	2004	21199	82	NA	NA
"25ha"	2004	21199	76	NA	NA
"25ha"	2004	21199	72	NA	NA
"25ha"	2004	21199	60	NA	NA
"25ha"	2004	21200	101	NA	NA
"25ha"	2004	21200	78	NA	NA
"25ha"	2004	21200	61	NA	NA
"25ha"	2004	21200	75	NA	NA
"25ha"	2004	21201	55	NA	NA
"25ha"	2004	21201	49	NA	NA
"25ha"	2004	21205	60	NA	NA
"25ha"	2004	21205	55	NA	NA
"25ha"	2004	21206	98	NA	NA
"25ha"	2004	21206	98	NA	NA
"25ha"	2004	21206	96	NA	NA
"25ha"	2004	21206	97	NA	NA
"25ha"	2004	21206	66	NA	NA
"25ha"	2004	21206	88	NA	NA
"25ha"	2004	21206	90	NA	NA
"25ha"	2004	21206	94	NA	NA
"25ha"	2004	21206	78	NA	NA
"25ha"	2004	21206	80	NA	NA
"25ha"	2004	21208	104	NA	NA
"25ha"	2004	21208	100	NA	NA
"25ha"	2004	21210	101	NA	NA
"25ha"	2004	21210	72	NA	NA
"25ha"	2004	21211	61	NA	NA
"25ha"	2004	21211	55	NA	NA
"25ha"	2004	21214	385	NA	NA
"25ha"	2004	21214	17	NA	NA
"25ha"	2004	21214	13	NA	NA
"25ha"	2004	21214	12	NA	NA
"25ha"	2004	21217	96	NA	NA
"25ha"	2004	21217	85	NA	NA
"25ha"	2004	21217	75	NA	NA
"25ha"	2004	21217	72	NA	NA
"25ha"	2004	21217	83	NA	NA
"25ha"	2004	21217	73	NA	NA
"25ha"	2004	21217	76	NA	NA
"25ha"	2004	21217	88	NA	NA
"25ha"	2004	21217	87	NA	NA
"25ha"	2004	21217	82	NA	NA
"25ha"	2004	21217	75	NA	NA
"25ha"	2004	21217	80	NA	NA
"25ha"	2004	21217	89	NA	NA
"25ha"	2004	21217	65	NA	NA
"25ha"	2004	21217	70	NA	NA
"25ha"	2004	21217	89	NA	NA
"25ha"	2004	21218	100	NA	NA
"25ha"	2004	21218	88	NA	NA
"25ha"	2004	21218	80	NA	NA
"25ha"	2004	21218	82	NA	NA
"25ha"	2004	21218	56	NA	NA
"25ha"	2004	21218	60	NA	NA
"25ha"	2004	21218	75	NA	NA
"25ha"	2004	21220	100	NA	NA
"25ha"	2004	21220	88	NA	NA
"25ha"	2004	21220	64	NA	NA
"25ha"	2004	21220	57	NA	NA
"25ha"	2004	21220	58	NA	NA
"25ha"	2004	21220	52	NA	NA
"25ha"	2004	21220	75	NA	NA
"25ha"	2004	21220	95	NA	NA
"25ha"	2004	21220	88	NA	NA
"25ha"	2004	21220	86	NA	NA
"25ha"	2004	21220	62	NA	NA
"25ha"	2004	21224	96	NA	NA
"25ha"	2004	21224	73	NA	NA
"25ha"	2004	21224	70	NA	NA
"25ha"	2004	21224	92	NA	NA
"25ha"	2004	21224	85	NA	NA
"25ha"	2004	21224	62	NA	NA
"25ha"	2004	21224	87	NA	NA
"25ha"	2004	21224	75	NA	NA
"25ha"	2004	21225	101	NA	NA
"25ha"	2004	21225	80	NA	NA
"25ha"	2004	21225	68	NA	NA
"25ha"	2004	21225	55	NA	NA
"25ha"	2004	21233	117	NA	NA
"25ha"	2004	21233	110	NA	NA
"25ha"	2004	21233	67	NA	NA
"25ha"	2004	21233	102	NA	NA
"25ha"	2004	21233	100	NA	NA
"25ha"	2004	21233	98	NA	NA
"25ha"	2004	21233	53	NA	NA
"25ha"	2004	21235	489	NA	NA
"25ha"	2004	21235	305	NA	NA
"25ha"	2004	21235	246	NA	NA
"25ha"	2004	21239	269	NA	NA
"25ha"	2004	21239	116	NA	NA
"25ha"	2004	21242	124	NA	NA
"25ha"	2004	21242	73	NA	NA
"25ha"	2004	21244	82	NA	NA
"25ha"	2004	21244	70	NA	NA
"25ha"	2004	21244	67	NA	NA
"25ha"	2004	21249	192	NA	NA
"25ha"	2004	21249	103	NA	NA
"25ha"	2004	21258	187	NA	NA
"25ha"	2004	21258	175	NA	NA
"25ha"	2004	21259	87	NA	NA
"25ha"	2004	21259	78	NA	NA
"25ha"	2004	21259	77	NA	NA
"25ha"	2004	21260	85	NA	NA
"25ha"	2004	21260	81	NA	NA
"25ha"	2004	21260	74	NA	NA
"25ha"	2004	21260	84	NA	NA
"25ha"	2004	21260	63	NA	NA
"25ha"	2004	21260	55	NA	NA
"25ha"	2004	21260	78	NA	NA
"25ha"	2004	21267	122	NA	NA
"25ha"	2004	21267	87	NA	NA
"25ha"	2004	21267	82	NA	NA
"25ha"	2004	21267	96	NA	NA
"25ha"	2004	21267	78	NA	NA
"25ha"	2004	21277	405	NA	NA
"25ha"	2004	21277	19	NA	NA
"25ha"	2004	21283	87	NA	NA
"25ha"	2004	21283	66	NA	NA
"25ha"	2004	21283	56	NA	NA
"25ha"	2004	21283	72	NA	NA
"25ha"	2004	21289	482	NA	NA
"25ha"	2004	21289	342	NA	NA
"25ha"	2004	21296	112	NA	NA
"25ha"	2004	21296	56	NA	NA
"25ha"	2004	21328	84	NA	NA
"25ha"	2004	21328	79	NA	NA
"25ha"	2004	21354	102	NA	NA
"25ha"	2004	21354	87	NA	NA
"25ha"	2004	21354	68	NA	NA
"25ha"	2004	21365	90	NA	NA
"25ha"	2004	21365	87	NA	NA
"25ha"	2004	21372	95	NA	NA
"25ha"	2004	21372	54	NA	NA
"25ha"	2004	21372	50	NA	NA
"25ha"	2004	21372	57	NA	NA
"25ha"	2004	21372	82	NA	NA
"25ha"	2004	21372	52	NA	NA
"25ha"	2004	21373	99	NA	NA
"25ha"	2004	21373	89	NA	NA
"25ha"	2004	21373	70	NA	NA
"25ha"	2004	21373	80	NA	NA
"25ha"	2004	21375	92	NA	NA
"25ha"	2004	21375	89	NA	NA
"25ha"	2004	21375	52	NA	NA
"25ha"	2004	21375	67	NA	NA
"25ha"	2004	21375	70	NA	NA
"25ha"	2004	21375	77	NA	NA
"25ha"	2004	21375	87	NA	NA
"25ha"	2004	21375	83	NA	NA
"25ha"	2004	21375	65	NA	NA
"25ha"	2004	21375	69	NA	NA
"25ha"	2004	21375	85	NA	NA
"25ha"	2004	21375	80	NA	NA
"25ha"	2004	21375	52	NA	NA
"25ha"	2004	21375	56	NA	NA
"25ha"	2004	21375	82	NA	NA
"25ha"	2004	21378	99	NA	NA
"25ha"	2004	21378	97	NA	NA
"25ha"	2004	21378	83	NA	NA
"25ha"	2004	21378	66	NA	NA
"25ha"	2004	21381	99	NA	NA
"25ha"	2004	21381	73	NA	NA
"25ha"	2004	21381	72	NA	NA
"25ha"	2004	21381	82	NA	NA
"25ha"	2004	21381	75	NA	NA
"25ha"	2004	21381	70	NA	NA
"25ha"	2004	21381	48	NA	NA
"25ha"	2004	21381	83	NA	NA
"25ha"	2004	21381	86	NA	NA
"25ha"	2004	21381	53	NA	NA
"25ha"	2004	21381	54	NA	NA
"25ha"	2004	21381	89	NA	NA
"25ha"	2004	21381	66	NA	NA
"25ha"	2004	21381	65	NA	NA
"25ha"	2004	21383	101	NA	NA
"25ha"	2004	21383	78	NA	NA
"25ha"	2004	21383	72	NA	NA
"25ha"	2004	21383	98	NA	NA
"25ha"	2004	21392	428	NA	NA
"25ha"	2004	21392	66	NA	NA
"25ha"	2004	21392	21	NA	NA
"25ha"	2004	21392	11	NA	NA
"25ha"	2004	21392	29	NA	NA
"25ha"	2004	21392	99	NA	NA
"25ha"	2004	21392	55	NA	NA
"25ha"	2004	21401	357	NA	NA
"25ha"	2004	21401	20	NA	NA
"25ha"	2004	21402	592	NA	NA
"25ha"	2004	21402	118	NA	NA
"25ha"	2004	21403	90	NA	NA
"25ha"	2004	21403	74	NA	NA
"25ha"	2004	21404	98	NA	NA
"25ha"	2004	21404	97	NA	NA
"25ha"	2004	21404	89	NA	NA
"25ha"	2004	21404	79	NA	NA
"25ha"	2004	21404	60	NA	NA
"25ha"	2004	21409	108	NA	NA
"25ha"	2004	21409	104	NA	NA
"25ha"	2004	21409	83	NA	NA
"25ha"	2004	21409	90	NA	NA
"25ha"	2004	21409	90	NA	NA
"25ha"	2004	21409	68	NA	NA
"25ha"	2004	21409	62	NA	NA
"25ha"	2004	21426	95	NA	NA
"25ha"	2004	21426	92	NA	NA
"25ha"	2004	21451	87	NA	NA
"25ha"	2004	21451	61	NA	NA
"25ha"	2004	21462	125	NA	NA
"25ha"	2004	21462	73	NA	NA
"25ha"	2004	21469	102	NA	NA
"25ha"	2004	21469	94	NA	NA
"25ha"	2004	21469	84	NA	NA
"25ha"	2004	21469	74	NA	NA
"25ha"	2004	21469	87	NA	NA
"25ha"	2004	21469	80	NA	NA
"25ha"	2004	21469	77	NA	NA
"25ha"	2004	21469	66	NA	NA
"25ha"	2004	21469	85	NA	NA
"25ha"	2004	21469	57	NA	NA
"25ha"	2004	21469	84	NA	NA
"25ha"	2004	21469	68	NA	NA
"25ha"	2004	21469	50	NA	NA
"25ha"	2004	21469	77	NA	NA
"25ha"	2004	21469	82	NA	NA
"25ha"	2004	21469	60	NA	NA
"25ha"	2004	21478	87	NA	NA
"25ha"	2004	21478	70	NA	NA
"25ha"	2004	21479	92	NA	NA
"25ha"	2004	21479	79	NA	NA
"25ha"	2004	21479	57	NA	NA
"25ha"	2004	21479	62	NA	NA
"25ha"	2004	21482	105	NA	NA
"25ha"	2004	21482	98	NA	NA
"25ha"	2004	21484	103	NA	NA
"25ha"	2004	21484	100	NA	NA
"25ha"	2004	21484	92	NA	NA
"25ha"	2004	21484	55	NA	NA
"25ha"	2004	21485	110	NA	NA
"25ha"	2004	21485	83	NA	NA
"25ha"	2004	21485	102	NA	NA
"25ha"	2004	21485	78	NA	NA
"25ha"	2004	21485	63	NA	NA
"25ha"	2004	21485	52	NA	NA
"25ha"	2004	21485	87	NA	NA
"25ha"	2004	21485	85	NA	NA
"25ha"	2004	21497	95	NA	NA
"25ha"	2004	21497	75	NA	NA
"25ha"	2004	21497	53	NA	NA
"25ha"	2004	21498	85	NA	NA
"25ha"	2004	21498	63	NA	NA
"25ha"	2004	21515	448	NA	NA
"25ha"	2004	21515	258	NA	NA
"25ha"	2004	21532	86	NA	NA
"25ha"	2004	21532	77	NA	NA
"25ha"	2004	21555	127	NA	NA
"25ha"	2004	21555	116	NA	NA
"25ha"	2004	21555	103	NA	NA
"25ha"	2004	21555	57	NA	NA
"25ha"	2004	21555	83	NA	NA
"25ha"	2004	21555	112	NA	NA
"25ha"	2004	21555	83	NA	NA
"25ha"	2004	21555	100	NA	NA
"25ha"	2004	21555	85	NA	NA
"25ha"	2004	21555	107	NA	NA
"25ha"	2004	21555	110	NA	NA
"25ha"	2004	21555	105	NA	NA
"25ha"	2004	21555	107	NA	NA
"25ha"	2004	21555	101	NA	NA
"25ha"	2004	21555	53	NA	NA
"25ha"	2004	21556	83	NA	NA
"25ha"	2004	21556	97	NA	NA
"25ha"	2004	21556	94	NA	NA
"25ha"	2004	21556	109	NA	NA
"25ha"	2004	21556	107	NA	NA
"25ha"	2004	21556	92	NA	NA
"25ha"	2004	21557	121	NA	NA
"25ha"	2004	21557	62	NA	NA
"25ha"	2004	21559	219	NA	NA
"25ha"	2004	21559	63	NA	NA
"25ha"	2004	21562	136	NA	NA
"25ha"	2004	21562	90	NA	NA
"25ha"	2004	21566	84	NA	NA
"25ha"	2004	21566	72	NA	NA
"25ha"	2004	21566	51	NA	NA
"25ha"	2004	21566	47	NA	NA
"25ha"	2004	21566	85	NA	NA
"25ha"	2004	21566	68	NA	NA
"25ha"	2004	21566	62	NA	NA
"25ha"	2004	21566	60	NA	NA
"25ha"	2004	21566	80	NA	NA
"25ha"	2004	21566	84	NA	NA
"25ha"	2004	21566	68	NA	NA
"25ha"	2004	21577	99	NA	NA
"25ha"	2004	21577	76	NA	NA
"25ha"	2004	21577	66	NA	NA
"25ha"	2004	21577	55	NA	NA
"25ha"	2004	21577	80	NA	NA
"25ha"	2004	21577	86	NA	NA
"25ha"	2004	21579	180	NA	NA
"25ha"	2004	21579	70	NA	NA
"25ha"	2004	21602	163	NA	NA
"25ha"	2004	21602	83	NA	NA
"25ha"	2004	21602	77	NA	NA
"25ha"	2004	21603	108	NA	NA
"25ha"	2004	21603	73	NA	NA
"25ha"	2004	21604	128	NA	NA
"25ha"	2004	21604	79	NA	NA
"25ha"	2004	21610	92	NA	NA
"25ha"	2004	21610	91	NA	NA
"25ha"	2004	21610	83	NA	NA
"25ha"	2004	21610	79	NA	NA
"25ha"	2004	21611	110	NA	NA
"25ha"	2004	21611	102	NA	NA
"25ha"	2004	21611	87	NA	NA
"25ha"	2004	21611	86	NA	NA
"25ha"	2004	21611	82	NA	NA
"25ha"	2004	21613	115	NA	NA
"25ha"	2004	21613	102	NA	NA
"25ha"	2004	21613	92	NA	NA
"25ha"	2004	21614	143	NA	NA
"25ha"	2004	21614	84	NA	NA
"25ha"	2004	21617	133	NA	NA
"25ha"	2004	21617	132	NA	NA
"25ha"	2004	21617	124	NA	NA
"25ha"	2004	21620	98	NA	NA
"25ha"	2004	21620	81	NA	NA
"25ha"	2004	21620	42	NA	NA
"25ha"	2004	21626	147	NA	NA
"25ha"	2004	21626	77	NA	NA
"25ha"	2004	21629	111	NA	NA
"25ha"	2004	21629	81	NA	NA
"25ha"	2004	21629	77	NA	NA
"25ha"	2004	21629	76	NA	NA
"25ha"	2004	21629	56	NA	NA
"25ha"	2004	21630	90	NA	NA
"25ha"	2004	21630	61	NA	NA
"25ha"	2004	21635	170	NA	NA
"25ha"	2004	21635	148	NA	NA
"25ha"	2004	21642	106	NA	NA
"25ha"	2004	21642	63	NA	NA
"25ha"	2004	21652	112	NA	NA
"25ha"	2004	21652	108	NA	NA
"25ha"	2004	21652	100	NA	NA
"25ha"	2004	21652	79	NA	NA
"25ha"	2004	21652	93	NA	NA
"25ha"	2004	21652	83	NA	NA
"25ha"	2004	21652	81	NA	NA
"25ha"	2004	21652	71	NA	NA
"25ha"	2004	21658	102	NA	NA
"25ha"	2004	21658	71	NA	NA
"25ha"	2004	21663	620	NA	NA
"25ha"	2004	21663	25	NA	NA
"25ha"	2004	21679	144	NA	NA
"25ha"	2004	21679	128	NA	NA
"25ha"	2004	21679	106	NA	NA
"25ha"	2004	21679	80	NA	NA
"25ha"	2004	21679	69	NA	NA
