"plot"	"census"	"tag"	"dbh"	"code"	"exposure"
"25ha"	2014	22322	100	NA	NA
"25ha"	2014	22322	90	NA	NA
"25ha"	2014	22322	95	NA	NA
"25ha"	2014	22335	85	NA	NA
"25ha"	2014	22335	79	NA	NA
"25ha"	2014	22335	75	NA	NA
"25ha"	2014	22335	103	NA	NA
"25ha"	2014	22335	95	NA	NA
"25ha"	2014	22335	95	NA	NA
"25ha"	2014	22335	93	NA	NA
"25ha"	2014	22335	93	NA	NA
"25ha"	2014	22335	75	NA	NA
"25ha"	2014	22347	93	NA	NA
"25ha"	2014	22347	84	NA	NA
"25ha"	2014	22347	57	NA	NA
"25ha"	2014	22347	79	NA	NA
"25ha"	2014	22348	102	NA	NA
"25ha"	2014	22348	86	NA	NA
"25ha"	2014	22348	78	NA	NA
"25ha"	2014	22348	91	NA	NA
"25ha"	2014	22348	84	NA	NA
"25ha"	2014	22348	78	NA	NA
"25ha"	2014	22348	88	NA	NA
"25ha"	2014	22348	83	NA	NA
"25ha"	2014	22363	93	NA	NA
"25ha"	2014	22363	82	NA	NA
"25ha"	2014	22363	83	NA	NA
"25ha"	2014	22363	50	NA	NA
"25ha"	2014	22363	89	NA	NA
"25ha"	2014	22363	51	NA	NA
"25ha"	2014	22366	95	NA	NA
"25ha"	2014	22366	84	NA	NA
"25ha"	2014	22366	83	NA	NA
"25ha"	2014	22368	587	NA	NA
"25ha"	2014	22368	294	NA	NA
"25ha"	2014	22368	46	NA	NA
"25ha"	2014	22368	167	NA	NA
"25ha"	2014	22375	89	NA	NA
"25ha"	2014	22375	60	NA	NA
"25ha"	2014	22375	54	NA	NA
"25ha"	2014	22375	69	NA	NA
"25ha"	2014	22379	98	NA	NA
"25ha"	2014	22379	93	NA	NA
"25ha"	2014	22379	87	NA	NA
"25ha"	2014	22379	90	NA	NA
"25ha"	2014	22379	79	NA	NA
"25ha"	2014	22379	85	NA	NA
"25ha"	2014	22379	85	NA	NA
"25ha"	2014	22379	83	NA	NA
"25ha"	2014	22379	55	NA	NA
"25ha"	2014	22379	73	NA	NA
"25ha"	2014	22379	73	NA	NA
"25ha"	2014	22382	95	NA	NA
"25ha"	2014	22382	62	NA	NA
"25ha"	2014	22385	95	NA	NA
"25ha"	2014	22385	66	NA	NA
"25ha"	2014	22385	50	NA	NA
"25ha"	2014	22385	48	NA	NA
"25ha"	2014	22394	91	NA	NA
"25ha"	2014	22394	85	NA	NA
"25ha"	2014	22394	57	NA	NA
"25ha"	2014	22394	84	NA	NA
"25ha"	2014	22394	72	NA	NA
"25ha"	2014	22394	65	NA	NA
"25ha"	2014	22394	103	NA	NA
"25ha"	2014	22394	82	NA	NA
"25ha"	2014	22394	72	NA	NA
"25ha"	2014	22417	119	NA	NA
"25ha"	2014	22417	85	NA	NA
"25ha"	2014	22417	58	NA	NA
"25ha"	2014	22417	71	NA	NA
"25ha"	2014	22417	60	NA	NA
"25ha"	2014	22417	62	NA	NA
"25ha"	2014	22420	102	NA	NA
"25ha"	2014	22420	92	NA	NA
"25ha"	2014	22420	82	NA	NA
"25ha"	2014	22420	53	NA	NA
"25ha"	2014	22420	101	NA	NA
"25ha"	2014	22420	90	NA	NA
"25ha"	2014	22420	87	NA	NA
"25ha"	2014	22420	102	NA	NA
"25ha"	2014	22420	90	NA	NA
"25ha"	2014	22420	66	NA	NA
"25ha"	2014	22420	83	NA	NA
"25ha"	2014	22420	91	NA	NA
"25ha"	2014	22420	89	NA	NA
"25ha"	2014	22420	65	NA	NA
"25ha"	2014	22420	98	NA	NA
"25ha"	2014	22420	71	NA	NA
"25ha"	2014	22420	63	NA	NA
"25ha"	2014	22420	63	NA	NA
"25ha"	2014	22423	97	NA	NA
"25ha"	2014	22423	74	NA	NA
"25ha"	2014	22423	69	NA	NA
"25ha"	2014	22426	100	NA	NA
"25ha"	2014	22426	97	NA	NA
"25ha"	2014	22426	74	NA	NA
"25ha"	2014	22426	99	NA	NA
"25ha"	2014	22426	86	NA	NA
"25ha"	2014	22426	90	NA	NA
"25ha"	2014	22426	68	NA	NA
"25ha"	2014	22426	62	NA	NA
"25ha"	2014	22426	69	NA	NA
"25ha"	2014	22426	62	NA	NA
"25ha"	2014	22426	58	NA	NA
"25ha"	2014	22429	112	NA	NA
"25ha"	2014	22429	94	NA	NA
"25ha"	2014	22429	81	NA	NA
"25ha"	2014	22429	69	NA	NA
"25ha"	2014	22429	58	NA	NA
"25ha"	2014	22429	86	NA	NA
"25ha"	2014	22429	74	NA	NA
"25ha"	2014	22429	47	NA	NA
"25ha"	2014	22429	102	NA	NA
"25ha"	2014	22429	45	NA	NA
"25ha"	2014	22429	84	NA	NA
"25ha"	2014	22434	96	NA	NA
"25ha"	2014	22434	107	NA	NA
"25ha"	2014	22434	87	NA	NA
"25ha"	2014	22434	103	NA	NA
"25ha"	2014	22434	88	NA	NA
"25ha"	2014	22436	89	NA	NA
"25ha"	2014	22436	82	NA	NA
"25ha"	2014	22436	81	NA	NA
"25ha"	2014	22436	81	NA	NA
"25ha"	2014	22436	71	NA	NA
"25ha"	2014	22436	78	NA	NA
"25ha"	2014	22436	66	NA	NA
"25ha"	2014	22436	67	NA	NA
"25ha"	2014	22436	59	NA	NA
"25ha"	2014	22448	108	NA	NA
"25ha"	2014	22448	88	NA	NA
"25ha"	2014	22449	79	NA	NA
"25ha"	2014	22449	73	NA	NA
"25ha"	2014	22449	59	NA	NA
"25ha"	2014	22454	100	NA	NA
"25ha"	2014	22454	97	NA	NA
"25ha"	2014	22454	96	NA	NA
"25ha"	2014	22454	80	NA	NA
"25ha"	2014	22454	95	NA	NA
"25ha"	2014	22454	70	NA	NA
"25ha"	2014	22462	41	NA	NA
"25ha"	2014	22462	25	NA	NA
"25ha"	2014	22464	247	NA	NA
"25ha"	2014	22464	12	NA	NA
"25ha"	2014	22464	10	NA	NA
"25ha"	2014	22465	160	NA	NA
"25ha"	2014	22465	10	NA	NA
"25ha"	2014	22467	73	NA	NA
"25ha"	2014	22467	54	NA	NA
"25ha"	2014	22468	120	NA	NA
"25ha"	2014	22468	100	NA	NA
"25ha"	2014	22468	107	NA	NA
"25ha"	2014	22468	95	NA	NA
"25ha"	2014	22468	76	NA	NA
"25ha"	2014	22468	103	NA	NA
"25ha"	2014	22468	85	NA	NA
"25ha"	2014	22468	73	NA	NA
"25ha"	2014	22507	89	NA	NA
"25ha"	2014	22507	73	NA	NA
"25ha"	2014	22507	83	NA	NA
"25ha"	2014	22507	84	NA	NA
"25ha"	2014	22507	95	NA	NA
"25ha"	2014	22507	84	NA	NA
"25ha"	2014	22507	53	NA	NA
"25ha"	2014	22507	49	NA	NA
"25ha"	2014	22507	54	NA	NA
"25ha"	2014	22517	84	NA	NA
"25ha"	2014	22517	71	NA	NA
"25ha"	2014	22523	111	NA	NA
"25ha"	2014	22523	83	NA	NA
"25ha"	2014	22523	85	NA	NA
"25ha"	2014	22523	107	NA	NA
"25ha"	2014	22523	65	NA	NA
"25ha"	2014	22523	95	NA	NA
"25ha"	2014	22523	107	NA	NA
"25ha"	2014	22523	95	NA	NA
"25ha"	2014	22523	97	NA	NA
"25ha"	2014	22523	95	NA	NA
"25ha"	2014	22523	97	NA	NA
"25ha"	2014	22524	116	NA	NA
"25ha"	2014	22524	108	NA	NA
"25ha"	2014	22524	68	NA	NA
"25ha"	2014	22524	104	NA	NA
"25ha"	2014	22524	100	NA	NA
"25ha"	2014	22524	79	NA	NA
"25ha"	2014	22524	72	NA	NA
"25ha"	2014	22525	83	NA	NA
"25ha"	2014	22525	76	NA	NA
"25ha"	2014	22525	82	NA	NA
"25ha"	2014	22525	76	NA	NA
"25ha"	2014	22525	72	NA	NA
"25ha"	2014	22525	57	NA	NA
"25ha"	2014	22533	93	NA	NA
"25ha"	2014	22533	72	NA	NA
"25ha"	2014	22533	71	NA	NA
"25ha"	2014	22541	203	NA	NA
"25ha"	2014	22541	22	NA	NA
"25ha"	2014	22541	11	NA	NA
"25ha"	2014	22541	13	NA	NA
"25ha"	2014	22541	14	NA	NA
"25ha"	2014	22541	13	NA	NA
"25ha"	2014	22544	102	NA	NA
"25ha"	2014	22544	100	NA	NA
"25ha"	2014	22544	65	NA	NA
"25ha"	2014	22544	90	NA	NA
"25ha"	2014	22547	242	NA	NA
"25ha"	2014	22547	166	NA	NA
"25ha"	2014	22547	168	NA	NA
"25ha"	2014	22552	110	NA	NA
"25ha"	2014	22552	72	NA	NA
"25ha"	2014	22552	89	NA	NA
"25ha"	2014	22552	107	NA	NA
"25ha"	2014	22559	115	NA	NA
"25ha"	2014	22559	91	NA	NA
"25ha"	2014	22559	88	NA	NA
"25ha"	2014	22559	112	NA	NA
"25ha"	2014	22559	92	NA	NA
"25ha"	2014	22559	99	NA	NA
"25ha"	2014	22559	79	NA	NA
"25ha"	2014	22559	108	NA	NA
"25ha"	2014	22566	44	NA	NA
"25ha"	2014	22566	53	NA	NA
"25ha"	2014	22567	252	NA	NA
"25ha"	2014	22567	14	NA	NA
"25ha"	2014	22567	11	NA	NA
"25ha"	2014	22569	93	NA	NA
"25ha"	2014	22569	90	NA	NA
"25ha"	2014	22569	80	NA	NA
"25ha"	2014	22569	62	NA	NA
"25ha"	2014	22569	65	NA	NA
"25ha"	2014	22569	60	NA	NA
"25ha"	2014	22569	58	NA	NA
"25ha"	2014	22569	73	NA	NA
"25ha"	2014	22569	88	NA	NA
"25ha"	2014	22569	60	NA	NA
"25ha"	2014	22570	103	NA	NA
"25ha"	2014	22570	80	NA	NA
"25ha"	2014	22570	85	NA	NA
"25ha"	2014	22570	77	NA	NA
"25ha"	2014	22570	93	NA	NA
"25ha"	2014	22570	81	NA	NA
"25ha"	2014	22570	79	NA	NA
"25ha"	2014	22570	64	NA	NA
"25ha"	2014	22570	59	NA	NA
"25ha"	2014	22570	101	NA	NA
"25ha"	2014	22573	105	NA	NA
"25ha"	2014	22573	72	NA	NA
"25ha"	2014	22573	69	NA	NA
"25ha"	2014	22578	95	NA	NA
"25ha"	2014	22578	90	NA	NA
"25ha"	2014	22578	64	NA	NA
"25ha"	2014	22582	254	NA	NA
"25ha"	2014	22582	155	NA	NA
"25ha"	2014	22592	108	NA	NA
"25ha"	2014	22592	51	NA	NA
"25ha"	2014	22594	73	NA	NA
"25ha"	2014	22594	51	NA	NA
"25ha"	2014	22594	35	NA	NA
"25ha"	2014	22595	71	NA	NA
"25ha"	2014	22595	81	NA	NA
"25ha"	2014	22595	88	NA	NA
"25ha"	2014	22596	97	NA	NA
"25ha"	2014	22596	80	NA	NA
"25ha"	2014	22596	95	NA	NA
"25ha"	2014	22596	65	NA	NA
"25ha"	2014	22596	62	NA	NA
"25ha"	2014	22596	97	NA	NA
"25ha"	2014	22596	56	NA	NA
"25ha"	2014	22596	95	NA	NA
"25ha"	2014	22596	52	NA	NA
"25ha"	2014	22596	58	NA	NA
"25ha"	2014	22596	54	NA	NA
"25ha"	2014	22596	53	NA	NA
"25ha"	2014	22596	82	NA	NA
"25ha"	2014	22596	76	NA	NA
"25ha"	2014	22596	45	NA	NA
"25ha"	2014	22596	93	NA	NA
"25ha"	2014	22596	73	NA	NA
"25ha"	2014	22596	92	NA	NA
"25ha"	2014	22600	95	NA	NA
"25ha"	2014	22600	92	NA	NA
"25ha"	2014	22600	59	NA	NA
"25ha"	2014	22600	71	NA	NA
"25ha"	2014	22600	62	NA	NA
"25ha"	2014	22602	325	NA	NA
"25ha"	2014	22602	99	NA	NA
"25ha"	2014	22605	110	NA	NA
"25ha"	2014	22605	84	NA	NA
"25ha"	2014	22605	78	NA	NA
"25ha"	2014	22605	94	NA	NA
"25ha"	2014	22605	97	NA	NA
"25ha"	2014	22605	88	NA	NA
"25ha"	2014	22605	94	NA	NA
"25ha"	2014	22606	92	NA	NA
"25ha"	2014	22606	80	NA	NA
"25ha"	2014	22606	82	NA	NA
"25ha"	2014	22606	72	NA	NA
"25ha"	2014	22606	75	NA	NA
"25ha"	2014	22606	76	NA	NA
"25ha"	2014	22606	88	NA	NA
"25ha"	2014	22606	85	NA	NA
"25ha"	2014	22606	76	NA	NA
"25ha"	2014	22607	484	NA	NA
"25ha"	2014	22607	28	NA	NA
"25ha"	2014	22609	96	NA	NA
"25ha"	2014	22609	85	NA	NA
"25ha"	2014	22609	90	NA	NA
"25ha"	2014	22609	85	NA	NA
"25ha"	2014	22609	65	NA	NA
"25ha"	2014	22609	63	NA	NA
"25ha"	2014	22609	67	NA	NA
"25ha"	2014	22610	88	NA	NA
"25ha"	2014	22610	80	NA	NA
"25ha"	2014	22610	67	NA	NA
"25ha"	2014	22610	72	NA	NA
"25ha"	2014	22610	75	NA	NA
"25ha"	2014	22610	84	NA	NA
"25ha"	2014	22613	105	NA	NA
"25ha"	2014	22613	84	NA	NA
"25ha"	2014	22613	95	NA	NA
"25ha"	2014	22613	65	NA	NA
"25ha"	2014	22614	93	NA	NA
"25ha"	2014	22614	78	NA	NA
"25ha"	2014	22614	70	NA	NA
"25ha"	2014	22614	79	NA	NA
"25ha"	2014	22614	83	NA	NA
"25ha"	2014	22614	68	NA	NA
"25ha"	2014	22617	81	NA	NA
"25ha"	2014	22617	78	NA	NA
"25ha"	2014	22620	96	NA	NA
"25ha"	2014	22620	95	NA	NA
"25ha"	2014	22620	70	NA	NA
"25ha"	2014	22621	113	NA	NA
"25ha"	2014	22621	94	NA	NA
"25ha"	2014	22621	68	NA	NA
"25ha"	2014	22621	94	NA	NA
"25ha"	2014	22621	87	NA	NA
"25ha"	2014	22621	92	NA	NA
"25ha"	2014	22621	103	NA	NA
"25ha"	2014	22621	99	NA	NA
"25ha"	2014	22621	94	NA	NA
"25ha"	2014	22622	90	NA	NA
"25ha"	2014	22622	77	NA	NA
"25ha"	2014	22622	83	NA	NA
"25ha"	2014	22622	72	NA	NA
"25ha"	2014	22622	67	NA	NA
"25ha"	2014	22622	80	NA	NA
"25ha"	2014	22622	73	NA	NA
"25ha"	2014	22628	213	NA	NA
"25ha"	2014	22628	49	NA	NA
"25ha"	2014	22632	101	NA	NA
"25ha"	2014	22632	95	NA	NA
"25ha"	2014	22632	96	NA	NA
"25ha"	2014	22632	97	NA	NA
"25ha"	2014	22632	65	NA	NA
"25ha"	2014	22632	94	NA	NA
"25ha"	2014	22632	90	NA	NA
"25ha"	2014	22632	92	NA	NA
"25ha"	2014	22634	80	NA	NA
"25ha"	2014	22634	77	NA	NA
"25ha"	2014	22634	76	NA	NA
"25ha"	2014	22634	60	NA	NA
"25ha"	2014	22635	399	NA	NA
"25ha"	2014	22635	16	NA	NA
"25ha"	2014	22635	13	NA	NA
"25ha"	2014	22637	90	NA	NA
"25ha"	2014	22637	61	NA	NA
"25ha"	2014	22637	79	NA	NA
"25ha"	2014	22638	116	NA	NA
"25ha"	2014	22638	105	NA	NA
"25ha"	2014	22638	95	NA	NA
"25ha"	2014	22638	85	NA	NA
"25ha"	2014	22638	100	NA	NA
"25ha"	2014	22638	82	NA	NA
"25ha"	2014	22638	85	NA	NA
"25ha"	2014	22638	62	NA	NA
"25ha"	2014	22638	110	NA	NA
"25ha"	2014	22638	99	NA	NA
"25ha"	2014	22638	96	NA	NA
"25ha"	2014	22638	100	NA	NA
"25ha"	2014	22638	105	NA	NA
"25ha"	2014	22638	108	NA	NA
"25ha"	2014	22638	105	NA	NA
"25ha"	2014	22638	98	NA	NA
"25ha"	2014	22638	104	NA	NA
"25ha"	2014	22638	89	NA	NA
"25ha"	2014	22638	95	NA	NA
"25ha"	2014	22638	105	NA	NA
"25ha"	2014	22641	111	NA	NA
"25ha"	2014	22641	78	NA	NA
"25ha"	2014	22641	91	NA	NA
"25ha"	2014	22641	82	NA	NA
"25ha"	2014	22641	65	NA	NA
"25ha"	2014	22643	97	NA	NA
"25ha"	2014	22643	87	NA	NA
"25ha"	2014	22643	85	NA	NA
"25ha"	2014	22643	88	NA	NA
"25ha"	2014	22643	73	NA	NA
"25ha"	2014	22643	85	NA	NA
"25ha"	2014	22643	86	NA	NA
"25ha"	2014	22643	86	NA	NA
"25ha"	2014	22646	116	NA	NA
"25ha"	2014	22646	97	NA	NA
"25ha"	2014	22646	95	NA	NA
"25ha"	2014	22646	91	NA	NA
"25ha"	2014	22646	94	NA	NA
"25ha"	2014	22646	88	NA	NA
"25ha"	2014	22646	89	NA	NA
"25ha"	2014	22646	92	NA	NA
"25ha"	2014	22646	109	NA	NA
"25ha"	2014	22646	100	NA	NA
"25ha"	2014	22646	105	NA	NA
"25ha"	2014	22646	81	NA	NA
"25ha"	2014	22646	75	NA	NA
"25ha"	2014	22658	94	NA	NA
"25ha"	2014	22658	70	NA	NA
"25ha"	2014	22658	58	NA	NA
"25ha"	2014	22658	42	NA	NA
"25ha"	2014	22658	46	NA	NA
"25ha"	2014	22664	68	NA	NA
"25ha"	2014	22664	63	NA	NA
"25ha"	2014	22664	65	NA	NA
"25ha"	2014	22664	66	NA	NA
"25ha"	2014	22667	95	NA	NA
"25ha"	2014	22667	93	NA	NA
"25ha"	2014	22667	83	NA	NA
"25ha"	2014	22667	95	NA	NA
"25ha"	2014	22667	68	NA	NA
"25ha"	2014	22673	92	NA	NA
"25ha"	2014	22673	81	NA	NA
"25ha"	2014	22673	78	NA	NA
"25ha"	2014	22674	70	NA	NA
"25ha"	2014	22674	67	NA	NA
"25ha"	2014	22674	55	NA	NA
"25ha"	2014	22676	110	NA	NA
"25ha"	2014	22676	107	NA	NA
"25ha"	2014	22676	95	NA	NA
"25ha"	2014	22676	76	NA	NA
"25ha"	2014	22676	65	NA	NA
"25ha"	2014	22680	89	NA	NA
"25ha"	2014	22680	81	NA	NA
"25ha"	2014	22680	86	NA	NA
"25ha"	2014	22680	81	NA	NA
"25ha"	2014	22680	66	NA	NA
"25ha"	2014	22680	47	NA	NA
"25ha"	2014	22680	47	NA	NA
"25ha"	2014	22691	53	NA	NA
"25ha"	2014	22691	52	NA	NA
"25ha"	2014	22692	342	NA	NA
"25ha"	2014	22692	33	NA	NA
"25ha"	2014	22692	27	NA	NA
"25ha"	2014	22692	22	NA	NA
"25ha"	2014	22692	15	NA	NA
"25ha"	2014	22692	10	NA	NA
"25ha"	2014	22695	83	NA	NA
"25ha"	2014	22695	78	NA	NA
"25ha"	2014	22695	77	NA	NA
"25ha"	2014	22699	112	NA	NA
"25ha"	2014	22699	99	NA	NA
"25ha"	2014	22699	95	NA	NA
"25ha"	2014	22699	59	NA	NA
"25ha"	2014	22699	71	NA	NA
"25ha"	2014	22700	87	NA	NA
"25ha"	2014	22700	81	NA	NA
"25ha"	2014	22700	105	NA	NA
"25ha"	2014	22700	102	NA	NA
"25ha"	2014	22700	59	NA	NA
"25ha"	2014	22701	67	NA	NA
"25ha"	2014	22701	78	NA	NA
"25ha"	2014	22701	52	NA	NA
"25ha"	2014	22701	70	NA	NA
"25ha"	2014	22705	100	NA	NA
"25ha"	2014	22705	88	NA	NA
"25ha"	2014	22705	69	NA	NA
"25ha"	2014	22705	89	NA	NA
"25ha"	2014	22705	77	NA	NA
"25ha"	2014	22705	75	NA	NA
"25ha"	2014	22705	80	NA	NA
"25ha"	2014	22705	79	NA	NA
"25ha"	2014	22705	71	NA	NA
"25ha"	2014	22705	67	NA	NA
"25ha"	2014	22708	800	NA	NA
"25ha"	2014	22708	25	NA	NA
"25ha"	2014	22710	743	NA	NA
"25ha"	2014	22710	30	NA	NA
"25ha"	2014	22713	116	NA	NA
"25ha"	2014	22713	113	NA	NA
"25ha"	2014	22713	112	NA	NA
"25ha"	2014	22713	104	NA	NA
"25ha"	2014	22713	103	NA	NA
"25ha"	2014	22720	95	NA	NA
"25ha"	2014	22720	98	NA	NA
"25ha"	2014	22720	69	NA	NA
"25ha"	2014	22720	68	NA	NA
"25ha"	2014	22720	96	NA	NA
"25ha"	2014	22732	92	NA	NA
"25ha"	2014	22732	70	NA	NA
"25ha"	2014	22754	115	NA	NA
"25ha"	2014	22754	120	NA	NA
"25ha"	2014	22754	105	NA	NA
"25ha"	2014	22754	96	NA	NA
"25ha"	2014	22754	94	NA	NA
"25ha"	2014	22754	85	NA	NA
"25ha"	2014	22754	113	NA	NA
"25ha"	2014	22754	105	NA	NA
"25ha"	2014	22754	97	NA	NA
"25ha"	2014	22754	89	NA	NA
"25ha"	2014	22757	99	NA	NA
"25ha"	2014	22757	67	NA	NA
"25ha"	2014	22758	225	NA	NA
"25ha"	2014	22758	14	NA	NA
"25ha"	2014	22784	102	NA	NA
"25ha"	2014	22784	95	NA	NA
"25ha"	2014	22784	70	NA	NA
"25ha"	2014	22784	61	NA	NA
"25ha"	2014	22793	97	NA	NA
"25ha"	2014	22793	58	NA	NA
"25ha"	2014	22799	105	NA	NA
"25ha"	2014	22799	101	NA	NA
"25ha"	2014	22799	93	NA	NA
"25ha"	2014	22799	97	NA	NA
"25ha"	2014	22799	62	NA	NA
"25ha"	2014	22799	58	NA	NA
"25ha"	2014	22799	81	NA	NA
"25ha"	2014	22801	103	NA	NA
"25ha"	2014	22801	96	NA	NA
"25ha"	2014	22801	88	NA	NA
"25ha"	2014	22801	78	NA	NA
"25ha"	2014	22801	89	NA	NA
"25ha"	2014	22801	82	NA	NA
"25ha"	2014	22801	78	NA	NA
"25ha"	2014	22801	73	NA	NA
"25ha"	2014	22802	99	NA	NA
"25ha"	2014	22802	89	NA	NA
"25ha"	2014	22802	82	NA	NA
"25ha"	2014	22802	66	NA	NA
"25ha"	2014	22807	100	NA	NA
"25ha"	2014	22807	67	NA	NA
"25ha"	2014	22807	51	NA	NA
"25ha"	2014	22807	69	NA	NA
"25ha"	2014	22819	408	NA	NA
"25ha"	2014	22819	38	NA	NA
"25ha"	2014	22827	95	NA	NA
"25ha"	2014	22827	69	NA	NA
"25ha"	2014	22827	56	NA	NA
"25ha"	2014	22830	108	NA	NA
"25ha"	2014	22830	108	NA	NA
"25ha"	2014	22830	97	NA	NA
"25ha"	2014	22830	97	NA	NA
"25ha"	2014	22830	93	NA	NA
"25ha"	2014	22830	87	NA	NA
"25ha"	2014	22830	80	NA	NA
"25ha"	2014	22830	75	NA	NA
"25ha"	2014	22830	68	NA	NA
"25ha"	2014	22830	56	NA	NA
"25ha"	2014	22833	93	NA	NA
"25ha"	2014	22833	60	NA	NA
"25ha"	2014	22833	50	NA	NA
"25ha"	2014	22839	94	NA	NA
"25ha"	2014	22839	83	NA	NA
"25ha"	2014	22839	77	NA	NA
"25ha"	2014	22839	58	NA	NA
"25ha"	2014	22839	62	NA	NA
"25ha"	2014	22839	55	NA	NA
"25ha"	2014	22843	107	NA	NA
"25ha"	2014	22843	70	NA	NA
"25ha"	2014	22846	123	NA	NA
"25ha"	2014	22846	109	NA	NA
"25ha"	2014	22846	108	NA	NA
"25ha"	2014	22847	102	NA	NA
"25ha"	2014	22847	96	NA	NA
"25ha"	2014	22848	89	NA	NA
"25ha"	2014	22848	90	NA	NA
"25ha"	2014	22848	83	NA	NA
"25ha"	2014	22848	64	NA	NA
"25ha"	2014	22848	57	NA	NA
"25ha"	2014	22849	295	NA	NA
"25ha"	2014	22849	57	NA	NA
"25ha"	2014	22849	26	NA	NA
"25ha"	2014	22849	13	NA	NA
"25ha"	2014	22855	104	NA	NA
"25ha"	2014	22855	68	NA	NA
"25ha"	2014	22855	90	NA	NA
"25ha"	2014	22855	88	NA	NA
"25ha"	2014	22855	82	NA	NA
"25ha"	2014	22855	78	NA	NA
"25ha"	2014	22855	95	NA	NA
"25ha"	2014	22855	90	NA	NA
"25ha"	2014	22855	76	NA	NA
"25ha"	2014	22855	60	NA	NA
"25ha"	2014	22855	87	NA	NA
"25ha"	2014	22855	72	NA	NA
"25ha"	2014	22855	90	NA	NA
"25ha"	2014	22858	96	NA	NA
"25ha"	2014	22858	95	NA	NA
"25ha"	2014	22858	83	NA	NA
"25ha"	2014	22859	99	NA	NA
"25ha"	2014	22859	87	NA	NA
"25ha"	2014	22859	62	NA	NA
"25ha"	2014	22860	100	NA	NA
"25ha"	2014	22860	9	NA	NA
"25ha"	2014	22860	89	NA	NA
"25ha"	2014	22860	97	NA	NA
"25ha"	2014	22860	94	NA	NA
"25ha"	2014	22860	87	NA	NA
"25ha"	2014	22860	72	NA	NA
"25ha"	2014	22860	63	NA	NA
"25ha"	2014	22860	99	NA	NA
"25ha"	2014	22860	68	NA	NA
"25ha"	2014	22863	123	NA	NA
"25ha"	2014	22863	117	NA	NA
"25ha"	2014	22863	111	NA	NA
"25ha"	2014	22863	109	NA	NA
"25ha"	2014	22863	107	NA	NA
"25ha"	2014	22863	102	NA	NA
"25ha"	2014	22863	99	NA	NA
"25ha"	2014	22863	94	NA	NA
"25ha"	2014	22863	96	NA	NA
"25ha"	2014	22863	106	NA	NA
"25ha"	2014	22863	64	NA	NA
"25ha"	2014	22867	82	NA	NA
"25ha"	2014	22867	79	NA	NA
"25ha"	2014	22867	69	NA	NA
"25ha"	2014	22875	68	NA	NA
"25ha"	2014	22875	57	NA	NA
"25ha"	2014	22875	54	NA	NA
"25ha"	2014	22875	48	NA	NA
"25ha"	2014	22882	108	NA	NA
"25ha"	2014	22882	101	NA	NA
"25ha"	2014	22882	80	NA	NA
"25ha"	2014	22887	65	NA	NA
"25ha"	2014	22887	51	NA	NA
"25ha"	2014	22896	91	NA	NA
"25ha"	2014	22896	86	NA	NA
"25ha"	2014	22896	74	NA	NA
"25ha"	2014	22896	82	NA	NA
"25ha"	2014	22896	78	NA	NA
"25ha"	2014	22896	64	NA	NA
"25ha"	2014	22896	93	NA	NA
"25ha"	2014	22896	77	NA	NA
"25ha"	2014	22896	67	NA	NA
"25ha"	2014	22896	62	NA	NA
"25ha"	2014	22906	95	NA	NA
"25ha"	2014	22906	82	NA	NA
"25ha"	2014	22908	208	NA	NA
"25ha"	2014	22908	51	NA	NA
"25ha"	2014	22908	24	NA	NA
"25ha"	2014	22913	81	NA	NA
"25ha"	2014	22913	73	NA	NA
"25ha"	2014	22913	74	NA	NA
"25ha"	2014	22913	69	NA	NA
"25ha"	2014	22913	51	NA	NA
"25ha"	2014	22917	102	NA	NA
"25ha"	2014	22917	97	NA	NA
"25ha"	2014	22917	83	NA	NA
"25ha"	2014	22917	90	NA	NA
"25ha"	2014	22917	78	NA	NA
"25ha"	2014	22920	102	NA	NA
"25ha"	2014	22920	57	NA	NA
"25ha"	2014	22923	74	NA	NA
"25ha"	2014	22923	66	NA	NA
"25ha"	2014	22923	59	NA	NA
"25ha"	2014	22924	91	NA	NA
"25ha"	2014	22924	88	NA	NA
"25ha"	2014	22924	71	NA	NA
"25ha"	2014	22924	57	NA	NA
"25ha"	2014	22927	79	NA	NA
"25ha"	2014	22927	77	NA	NA
"25ha"	2014	22927	67	NA	NA
"25ha"	2014	22927	73	NA	NA
"25ha"	2014	22927	57	NA	NA
"25ha"	2014	22929	84	NA	NA
"25ha"	2014	22929	56	NA	NA
"25ha"	2014	22934	105	NA	NA
"25ha"	2014	22934	102	NA	NA
"25ha"	2014	22934	73	NA	NA
"25ha"	2014	22936	94	NA	NA
"25ha"	2014	22936	92	NA	NA
"25ha"	2014	22936	87	NA	NA
"25ha"	2014	22936	81	NA	NA
"25ha"	2014	22936	88	NA	NA
"25ha"	2014	22936	48	NA	NA
"25ha"	2014	22936	93	NA	NA
"25ha"	2014	22936	88	NA	NA
"25ha"	2014	22936	76	NA	NA
"25ha"	2014	22936	54	NA	NA
"25ha"	2014	22936	51	NA	NA
"25ha"	2014	22936	74	NA	NA
"25ha"	2014	22939	231	NA	NA
"25ha"	2014	22939	13	NA	NA
"25ha"	2014	22946	98	NA	NA
"25ha"	2014	22946	80	NA	NA
"25ha"	2014	22946	72	NA	NA
"25ha"	2014	22946	83	NA	NA
"25ha"	2014	22946	81	NA	NA
"25ha"	2014	22947	184	NA	NA
"25ha"	2014	22947	54	NA	NA
