"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"passam","passam",NA,"PAS1","Malpighiales","Passifloraceae","Passiflora ambigua","Hemsl.",NA,"R. Pérez 2180 y 2217 (PMA, SCZ)","Climbing","Passiflora ambigua","Hemsl.","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora ambigua",7849294,"Passiflora ambigua-PASSAM-PAS1"
"passau","passau",NA,"PAS2","Malpighiales","Passifloraceae","Passiflora auriculata","Kunth",NA,"R. Pérez 2050 (PMA, SCZ)","Climbing","Passiflora auriculata","Kunth","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora auriculata",3587589,"Passiflora auriculata-PASSAU-PAS2"
"passbi","passbi",NA,"PASB","Malpighiales","Passifloraceae","Passiflora biflora","Lam.",NA,NA,"Climbing","Passiflora biflora","Lam.","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora biflora",2874204,"Passiflora biflora-PASSBI-PASB"
"passfo","passfo",NA,"PASF","Malpighiales","Passifloraceae","Passiflora foetida","L.",NA,NA,"Climbing","Passiflora foetida","L.","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora foetida",2874211,"Passiflora foetida-PASSFO-PASF"
"passme","passme",NA,NA,"Malpighiales","Passifloraceae","Passiflora megacoriacea","Port.-Utl.",NA,"R. Pérez 2267 (PMA, SCZ)","Climbing","Passiflora megacoriacea","Port.-Utl.","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora megacoriacea",9027381,"Passiflora megacoriacea-PASSME"
"passm3","passm3",NA,NA,"Malpighiales","Passifloraceae","Passiflora menispermifolia","Kunth",NA,"R. Pérez 2115 (PMA, SCZ)","Climbing","Passiflora menispermifolia","Kunth","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora menispermifolia",7313428,"Passiflora menispermifolia-PASSM3"
"passmi","passmi",NA,NA,"Malpighiales","Passifloraceae","Passiflora misera","Kunth",NA,NA,"Climbing","Passiflora misera","Kunth","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora misera",3587005,"Passiflora misera-PASSMI"
"passni","passni",NA,"PASN","Malpighiales","Passifloraceae","Passiflora nitida","Kunth",NA,NA,"Climbing","Passiflora nitida","Kunth","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora nitida",3587301,"Passiflora nitida-PASSNI-PASN"
"passpl","passpl",NA,NA,"Malpighiales","Passifloraceae","Passiflora platyloba","Killip",NA,NA,"Climbing","Passiflora platyloba","Killip","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora platyloba",7313348,"Passiflora platyloba-PASSPL"
"passse","passse",NA,"PASS","Malpighiales","Passifloraceae","Passiflora seemannii","Griseb.",NA,NA,"Climbing","Passiflora seemannii","Griseb.","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora seemannii",3586863,"Passiflora seemannii-PASSSE-PASS"
"passvi","passvi",NA,"PASV","Malpighiales","Passifloraceae","Passiflora vitifolia","Kunth",NA,"R. Pérez 1958 (PMA, SCZ)","Climbing","Passiflora vitifolia","Kunth","species","Passifloraceae",FALSE,NA,FALSE,NA,"Passiflora vitifolia",2874186,"Passiflora vitifolia-PASSVI-PASV"
"paula1","paula1",NA,NA,"Sapindales","Sapindaceae","Paullinia allenii","Standl.",NA,NA,"Climbing","Paullinia allenii","Standl.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia allenii",3785536,"Paullinia allenii-PAULA1"
"paulba","paulba",NA,"PAU1","Sapindales","Sapindaceae","Paullinia baileyi","Standl.",NA,"R. Pérez 1988 y 2079 (PMA, SCZ)","Climbing","Paullinia baileyi","Standl.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia baileyi",3785356,"Paullinia baileyi-PAULBA-PAU1"
"paulbr","paulbr",NA,"PAU2","Sapindales","Sapindaceae","Paullinia bracteosa","Radlk.",NA,"R. Pérez 2068 y 2272 (PMA, SCZ)","Climbing","Paullinia bracteosa","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia bracteosa",3785232,"Paullinia bracteosa-PAULBR-PAU2"
NA,"paulfa",NA,"PAU3","Sapindales","Sapindaceae","Paullinia fuscescens","Kunth",NA,NA,"Climbing","Paullinia fuscescens","Kunth","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia fuscescens",3189951,"Paullinia fuscescens-PAU3"
"paulg2","paulg2",NA,"PAU4","Sapindales","Sapindaceae","Paullinia glomerulosa","Radlk.",NA,NA,"Climbing","Paullinia glomerulosa","Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia glomerulosa",3784333,"Paullinia glomerulosa-PAULG2-PAU4"
"paulpi","paulpi",NA,"PAU5","Sapindales","Sapindaceae","Paullinia pinnata","L.",NA,NA,"Climbing","Paullinia pinnata","L.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia pinnata",3189950,"Paullinia pinnata-PAULPI-PAU5"
"paulpt","paulpt",NA,"PAU6","Sapindales","Sapindaceae","Paullinia pterocarpa","Triana & Planch.",NA,"R. Pérez 2175 y 2221 (PMA, SCZ)","Climbing","Paullinia pterocarpa","Triana & Planch.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia pterocarpa",3787941,"Paullinia pterocarpa-PAULPT-PAU6"
"paulru","paulru",NA,"PAUR","Sapindales","Sapindaceae","Paullinia rugosa","Benth. ex Radlk.",NA,"R. Pérez 1115 y 2354 (PMA, SCZ)","Climbing","Paullinia rugosa","Benth. ex Radlk.","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia rugosa",3787746,"Paullinia rugosa-PAULRU-PAUR"
"paultu","paultu",NA,"PAUT","Sapindales","Sapindaceae","Paullinia turbacensis","Kunth",NA,"R. Pérez 2197 (PMA, SCZ)","Climbing","Paullinia turbacensis","Kunth","species","Sapindaceae",FALSE,NA,FALSE,NA,"Paullinia turbacensis",3787116,"Paullinia turbacensis-PAULTU-PAUT"
"lopida","lopida","lopida","PAVD","Malvales","Malvaceae","Pavonia dasypetala","Turcz.","Lopimia dasypetala",NA,"Freestanding","Pavonia dasypetala","Turcz.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Pavonia dasypetala",5619129,"Pavonia dasypetala-LOPIDA-PAVD"
"pentma","pentma","pentma","PENM","Gentianales","Rubiaceae","Pentagonia macrophylla","Benth.","Pentagonia veraguensis",NA,"Freestanding","Pentagonia macrophylla","Benth.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Pentagonia macrophylla",5334728,"Pentagonia macrophylla-PENTMA-PENM"
"perean","perean","perean",NA,"Rosales","Moraceae","Perebea angustifolia","(Poepp. & Endl.) C.C. Berg",NA,"N. Daguerre 1232","Freestanding","Perebea angustifolia","(Poepp. & Endl.) C.C.Berg","species","Moraceae",FALSE,FALSE,FALSE,NA,"Perebea angustifolia",3765858,"Perebea angustifolia-PEREAN"
"perexa","perexa","perexa","PERX","Rosales","Moraceae","Perebea xanthochyma","H.Karst.",NA,"R. Pérez 1878","Freestanding","Perebea xanthochyma","H.Karst.","species","Moraceae",FALSE,FALSE,FALSE,NA,"Perebea xanthochyma",3765422,"Perebea xanthochyma-PEREXA-PERX"
"persam","persam","persam","PER1","Laurales","Lauraceae","Persea americana","Mill.",NA,NA,"Freestanding","Persea americana","Mill.","species","Lauraceae",FALSE,FALSE,FALSE,NA,"Persea americana",3034046,"Persea americana-PERSAM-PER1"
"petras","petras",NA,"PETA","Lamiales","Verbenaceae","Petrea volubilis","L.","Petrea aspera","R. Pérez 1938 y 2264 (PMA, SCZ)","Climbing","Petrea volubilis","L.","species","Verbenaceae",FALSE,NA,FALSE,NA,"Petrea volubilis",2925536,"Petrea volubilis-PETRAS-PETA"
"phylac","phylac","phylac","PHYA","Malpighiales","Phyllanthaceae","Phyllanthus acuminatus","Vahl",NA,NA,"Freestanding","Phyllanthus acuminatus","Vahl","species","Phyllanthaceae",FALSE,FALSE,FALSE,NA,"Phyllanthus acuminatus",5381441,"Phyllanthus acuminatus-PHYLAC-PHYA"
"phytse","phytse",NA,NA,"Arecales","Arecaceae","Phytelephas macrocarpa","Ruiz & Pav.","Phytelephas seemannii",NA,"Freestanding","Phytelephas macrocarpa","Ruiz & Pav.","species","Arecaceae",FALSE,NA,FALSE,NA,"Phytelephas macrocarpa",2736300,"Phytelephas macrocarpa-PHYTSE"
"picrla","picrla","picrla","PICL","Picramniales","Picramniaceae","Picramnia latifolia","Tul.","Picramnia cooperi","R. Pérez 1781","Freestanding","Picramnia latifolia","Tul.","species","Picramniaceae",FALSE,FALSE,FALSE,NA,"Picramnia latifolia",3708918,"Picramnia latifolia-PICRLA-PICL"
"forspe","forspe",NA,"FORP","Gentianales","Apocynaceae","Pinochia peninsularis","(Woodson) M.E. Endress & B.F. Hansen",NA,NA,"Climbing","Pinochia peninsularis","(Woodson) M.E.Endress & B.F.Hansen","species","Apocynaceae",FALSE,NA,FALSE,NA,"Pinochia peninsularis",3616996,"Pinochia peninsularis-FORSPE-FORP"
"caseco","caseco",NA,"CASC","Malpighiales","Salicaceae","Piparea dentata","Aubl.","Casearia commersoniana","R. Pérez 1876","Freestanding","Piparea dentata","Aubl.","species","Salicaceae",FALSE,NA,FALSE,NA,"Piparea dentata",3878707,"Piparea dentata-CASECO-CASC"
"pipeae","pipeae","pipeae","PPAE","Piperales","Piperaceae","Piper aequale","Vahl",NA,NA,"Freestanding","Piper aequale","Vahl","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper aequale",3086344,"Piper aequale-PIPEAE-PPAE"
"pipea1","pipea1","pipea1","PPA1","Piperales","Piperaceae","Piper arboreum","Aubl.",NA,"R. Pérez 1844","Freestanding","Piper arboreum","Aubl.","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper arboreum",7304860,"Piper arboreum-PIPEA1-PPA1"
"pipeau","pipeau","pipeau","PPAU","Piperales","Piperaceae","Piper auritum","Kunth",NA,NA,"Freestanding","Piper auritum","Kunth","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper auritum",3086352,"Piper auritum-PIPEAU-PPAU"
"pipeco","pipeco","pipeco","PPCO","Piperales","Piperaceae","Piper cordulatum","C. DC.",NA,"R. Pérez 1993","Freestanding","Piper cordulatum","C.DC.","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper trinervium",10911201,"Piper cordulatum-PIPECO-PPCO"
NA,NA,NA,NA,"Piperales","Piperaceae","Piper culebranum","C. DC.",NA,NA,"Freestanding","Piper culebranum","C.DC.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper culebranum",4188804,"Piper culebranum"
NA,NA,NA,NA,"Piperales","Piperaceae","Piper dilatatum","Rich.",NA,NA,"Freestanding","Piper dilatatum","Rich.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper dilatatum",3086349,"Piper dilatatum"
"pipegr","pipegr","pipegr","PPGR","Piperales","Piperaceae","Piper grande","Vahl",NA,NA,"Freestanding","Piper grande","Vahl","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper grande",8107355,"Piper grande-PIPEGR-PPGR"
"pipehi","pipehi","pipehi","PPHI","Piperales","Piperaceae","Piper hispidum","Sw.",NA,NA,"Freestanding","Piper hispidum","Sw.","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper hispidum",3086355,"Piper hispidum-PIPEHI-PPHI"
"pipelu","pipelu",NA,NA,"Piperales","Piperaceae","Piper lucigaudens","C. DC.",NA,NA,"Freestanding","Piper lucigaudens","C.DC.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper lucigaudens",7305514,"Piper lucigaudens-PIPELU"
"pipema","pipema","pipema","PPMA","Piperales","Piperaceae","Piper marginatum","Jacq.",NA,NA,"Freestanding","Piper marginatum","Jacq.","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper marginatum",3086325,"Piper marginatum-PIPEMA-PPMA"
"pipemu","pipemu",NA,NA,"Piperales","Piperaceae","Piper multiplinervium","C. DC.",NA,NA,"Climbing","Piper multiplinervium","C.DC.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper multiplinervium",4191505,"Piper multiplinervium-PIPEMU"
"pipep1","pipep1",NA,NA,"Piperales","Piperaceae","Piper peltatum","L.","Pothomorphe peltata",NA,"Freestanding","Piper peltatum","L.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper peltatum",3086365,"Piper peltatum-PIPEP1"
"pipepe","pipepe","pipepe","PPPE","Piperales","Piperaceae","Piper perlasense","Yunck.",NA,NA,"Freestanding","Piper perlasense","Yunck.","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper perlasense",4185113,"Piper perlasense-PIPEPE-PPPE"
"pipere","pipere","pipere","PPRE","Piperales","Piperaceae","Piper reticulatum","L.",NA,"R. Pérez 1848","Freestanding","Piper reticulatum","L.","species","Piperaceae",FALSE,FALSE,FALSE,NA,"Piper reticulatum",3086330,"Piper reticulatum-PIPERE-PPRE"
NA,NA,NA,NA,"Piperales","Piperaceae","Piper subnudispicum","Trel.",NA,NA,"Freestanding","Piper subnudispicum","Trel.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper subnudispicum",4186301,"Piper subnudispicum"
"pipevi","pipevi",NA,NA,"Piperales","Piperaceae","Piper villiramulum","C. DC.",NA,NA,"Freestanding","Piper villiramulum","C.DC.","species","Piperaceae",FALSE,NA,FALSE,NA,"Piper villiramulum",7305499,"Piper villiramulum-PIPEVI"
"pisoac","pisoac",NA,"PISA","Caryophyllales","Nyctaginaceae","Pisonia aculeata","L.",NA,"R. Pérez 2193 (PMA, SCZ)","Climbing","Pisonia aculeata","L.","species","Nyctaginaceae",FALSE,NA,FALSE,NA,"Pisonia aculeata",3086260,"Pisonia aculeata-PISOAC-PISA"
"pit1hy","pit1hy","pit1hy","PITH","Fabales","Fabaceae","Pithecellobium hymenaeifolium","(Humb. & Bonpl. ex Willd.) Benth.",NA,NA,"Freestanding","Pithecellobium hymenaeifolium","(Humb. & Bonpl. ex Willd.) Benth.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Pithecellobium hymenaeifolium",3796237,"Pithecellobium hymenaeifolium-PIT1HY-PITH"
"antitr","antitr","antitr","ANTT","Gentianales","Rubiaceae","Pittoniotis trichantha","Griseb.","Antirhea trichantha",NA,"Freestanding","Pittoniotis trichantha","Griseb.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Pittoniotis trichantha",2911216,"Pittoniotis trichantha-ANTITR-ANTT"
"pla2el","pla2el","pla2el","PLAE","Fabales","Fabaceae","Platypodium elegans","Vogel",NA,"R. Pérez 2001 (PMA, SCZ)","Freestanding","Platypodium elegans","Vogel","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Platypodium elegans",2977383,"Platypodium elegans-PLA2EL-PLAE"
"pleova","pleova",NA,"PLEV","Lamiales","Bignoniaceae","Pleonotoma variabilis","(Jacq.) Miers",NA,NA,"Climbing","Pleonotoma variabilis","(Jacq.) Miers","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Pleonotoma variabilis",7298647,"Pleonotoma variabilis-PLEOVA-PLEV"
"pogosp","pogosp","pogosp",NA,"Gentianales","Rubiaceae","Pogonopus exsertus","(Oerst.) Oerst.",NA,NA,"Freestanding","Pogonopus exsertus","(Oerst.) Oerst.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Pogonopus exsertus",5340236,"Pogonopus exsertus-POGOSP"
"pol1gu","pol1gu",NA,NA,"Apiales","Araliaceae","Polyscias guilfoylei","(W. Bull) L.H. Bailey",NA,NA,"Freestanding","Polyscias guilfoylei","(W.Bull) L.H.Bailey","species","Araliaceae",FALSE,NA,FALSE,NA,"Polyscias guilfoylei",3035681,"Polyscias guilfoylei-POL1GU"
"hybapr","hybapr",NA,"HYBP","Malpighiales","Violaceae","Pombalia prunifolia","(Humb. & Bonpl. ex Willd.) Paula-Souza","Hybanthus prunifolius","R. Pérez 1789","Freestanding","Pombalia prunifolia","(Humb. & Bonpl. ex Willd.) Paula-Souza","species","Violaceae",FALSE,NA,FALSE,NA,"Pombalia prunifolia",8195188,"Pombalia prunifolia-HYBAPR-HYBP"
"posola","posola","posola","POSL","Gentianales","Rubiaceae","Posoqueria latifolia","(Rudge) Schult.",NA,"R. Pérez 1853","Freestanding","Posoqueria latifolia","(Rudge) Schult.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Posoqueria latifolia",2893899,"Posoqueria latifolia-POSOLA-POSL"
"poular","poular","poular","POUA","Rosales","Moraceae","Poulsenia armata","(Miq.) Standl.",NA,"R. Pérez 1893","Freestanding","Poulsenia armata","(Miq.) Standl.","species","Moraceae",FALSE,FALSE,FALSE,NA,"Poulsenia armata",5570848,"Poulsenia armata-POULAR-POUA"
"pourbi","pourbi","pourbi","POUB","Rosales","Urticaceae","Pourouma bicolor","Mart.",NA,"R. Pérez 2128","Freestanding","Pourouma bicolor","Mart.","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Pourouma bicolor",7316430,"Pourouma bicolor-POURBI-POUB"
"poutfo","poutfo","poutfo","POUF","Ericales","Sapotaceae","Pouteria fossicola","Cronquist",NA,NA,"Freestanding","Pouteria fossicola","Cronquist","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Pouteria fossicola",2884117,"Pouteria fossicola-POUTFO-POUF"
"poutre","poutre","poutre","POUU","Ericales","Sapotaceae","Pouteria reticulata","(Engl.) Eyma","Pouteria unilocularis","R. Pérez 1967","Freestanding","Pouteria reticulata","(Engl.) Eyma","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Pouteria reticulata",2884054,"Pouteria reticulata-POUTRE-POUU"
"poutst","poutst","poutst","POU2","Ericales","Sapotaceae","Pouteria stipitata","Cronquist",NA,"S. Aguilar 948","Freestanding","Pouteria stipitata","Cronquist","species","Sapotaceae",FALSE,FALSE,FALSE,NA,"Pouteria stipitata",2884149,"Pouteria stipitata-POUTST-POU2"
"pouzob","pouzob",NA,"POUO","Rosales","Urticaceae","Pouzolzia obliqua","(Wedd.) Wedd.",NA,NA,"Freestanding","Pouzolzia obliqua","(Wedd.) Wedd.","species","Urticaceae",FALSE,NA,FALSE,NA,"Pouzolzia obliqua",4099683,"Pouzolzia obliqua-POUZOB-POUO"
"pre2ip","pre2ip",NA,"PREI","Gentianales","Apocynaceae","Prestonia ipomaeifolia","A. DC.",NA,NA,"Climbing","Prestonia ipomaeifolia","A.DC.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia ipomaeifolia",5536522,"Prestonia ipomaeifolia-PRE2IP-PREI"
"pre2le","pre2le",NA,NA,"Gentianales","Apocynaceae","Prestonia lenticellata","A.H. Gentry",NA,"R. Pérez 2434 (PMA, SCZ)","Climbing","Prestonia lenticellata","A.H.Gentry","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia lenticellata",5536478,"Prestonia lenticellata-PRE2LE"
"pre2me","pre2me",NA,NA,"Gentianales","Apocynaceae","Prestonia mexicana","A. DC.",NA,"R. Pérez 2052 (PMA, SCZ)","Climbing","Prestonia mexicana","A.DC.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia mexicana",5536413,"Prestonia mexicana-PRE2ME"
"pre2po","pre2po",NA,"PREP","Gentianales","Apocynaceae","Prestonia portobellensis","(Beurl.) Woodson",NA,NA,"Climbing","Prestonia portobellensis","(Beurl.) Woodson","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia portobellensis",5536313,"Prestonia portobellensis-PRE2PO-PREP"
"pre2ac","pre2ac",NA,NA,"Gentianales","Apocynaceae","Prestonia quinquangularis","(Jacq.) Spreng.","Prestonia acutifolia",NA,"Climbing","Prestonia quinquangularis","(Jacq.) Spreng.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia quinquangularis",5414415,"Prestonia quinquangularis-PRE2AC"
"pre2se","pre2se",NA,NA,"Gentianales","Apocynaceae","Prestonia seemannii","Miers",NA,NA,"Climbing","Prestonia seemannii","Miers","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia seemannii",5536242,"Prestonia seemannii-PRE2SE"
"pre2ob","pre2ob",NA,"PREO","Gentianales","Apocynaceae","Prestonia trifida","(Poepp.) Woodson",NA,"R. Pérez 2071 (PMA, SCZ)","Climbing","Prestonia trifida","(Poepp.) Woodson","species","Apocynaceae",FALSE,NA,FALSE,NA,"Prestonia trifida",5536196,"Prestonia trifida-PRE2OB-PREO"
"pri1as","pri1as",NA,"PRIA","Celastrales","Celastraceae","Prionostemma aspera","(Lam.) Miers",NA,"R. Pérez 2205 (PMA, SCZ)","Climbing","Prionostemma aspera","(Lam.) Miers","species","Celastraceae",FALSE,NA,FALSE,NA,"Prionostemma aspera",5579703,"Prionostemma aspera-PRI1AS-PRIA"
"pri2co","pri2co","pri2co","PRIC","Fabales","Fabaceae","Prioria copaifera","Griseb.",NA,NA,"Freestanding","Prioria copaifera","Griseb.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Prioria copaifera",2947108,"Prioria copaifera-PRI2CO-PRIC"
"protsp","protsp","protsp","PRO1","Sapindales","Burseraceae","Protium confusum","(Rose) Pittier","Protium correae, Protium inconforme","R. Pérez 2126 (PMA, SCZ)","Freestanding","Protium confusum","(Rose) Pittier","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Protium confusum",3993929,"Protium confusum-PROTSP-PRO1"
"protco","protco","protco","PROC","Sapindales","Burseraceae","Protium costaricense","(Rose) Engl.",NA,"R. Pérez 1750 (PMA, SCZ)","Freestanding","Protium costaricense","(Rose) Engl.","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Protium costaricense",3993783,"Protium costaricense-PROTCO-PROC"
"protgl","protgl","protgl","PROG","Sapindales","Burseraceae","Protium glabrum","(Rose) Engl.",NA,NA,"Freestanding","Protium glabrum","(Rose) Engl.","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Protium glabrum",3993199,"Protium glabrum-PROTGL-PROG"
"protpa","protpa","protpa","PROP","Sapindales","Burseraceae","Protium panamense","(Rose) I.M. Johnst.",NA,"R. Pérez 1838 (PMA, SCZ)","Freestanding","Protium panamense","(Rose) I.M.Johnst.","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Protium panamense",3993834,"Protium panamense-PROTPA-PROP"
"tet2pa","tet2pa",NA,"TET2","Sapindales","Burseraceae","Protium stevensonii","(Standl.) Daly","Tetragastris panamensis","R. Pérez 2049 (PMA, SCZ)","Freestanding","Protium stevensonii","(Standl.) Daly","species","Burseraceae",FALSE,NA,FALSE,NA,"Tetragastris panamensis",7286863,"Protium stevensonii-TET2PA-TET2"
"protte","protte","protte","PROT","Sapindales","Burseraceae","Protium tenuifolium","(Rose) D.M. Porter",NA,"R. Pérez 1910 (PMA, SCZ)","Freestanding","Protium tenuifolium","(Engl.) Engl.","species","Burseraceae",FALSE,FALSE,FALSE,NA,"Protium tenuifolium",7286790,"Protium tenuifolium-PROTTE-PROT"
"pse1se","pse1se","pse1se","PSE1","Malvales","Malvaceae","Pseudobombax septenatum","(Jacq.) Dugand",NA,"R. Pérez 1794","Freestanding","Pseudobombax septenatum","(Jacq.) Dugand","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Pseudobombax septenatum",4073614,"Pseudobombax septenatum-PSE1SE-PSE1"
"pse2sp","pse2sp","pse2sp","PSE2","Rosales","Moraceae","Pseudolmedia spuria","Griseb.",NA,"R. Pérez 1122","Freestanding","Pseudolmedia spuria","(Sw.) Griseb.","species","Moraceae",FALSE,FALSE,FALSE,NA,"Pseudolmedia spuria",2984543,"Pseudolmedia spuria-PSE2SP-PSE2"
"albigu","albigu","albigu","ALBG","Fabales","Fabaceae","Pseudosamanea guachapele","(Kunth) Harms","Albizia guachapele","R. Pérez 2256 (PMA, SCZ)","Freestanding","Pseudosamanea guachapele","(Kunth) Harms","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Pseudosamanea guachapele",2972923,"Pseudosamanea guachapele-ALBIGU-ALBG"
"psidfr","psidfr","psidfr","PSIF","Myrtales","Myrtaceae","Psidium friedrichsthalianum","(O.Berg) Nied.",NA,"R. Pérez 1825","Freestanding","Psidium friedrichsthalianum","(O.Berg) Nied.","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Psidium friedrichsthalianum",5420358,"Psidium friedrichsthalianum-PSIDFR-PSIF"
"psidgu","psidgu","psidgu","PSIG","Myrtales","Myrtaceae","Psidium guajava","L.",NA,NA,"Freestanding","Psidium guajava","L.","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Psidium guajava",5420380,"Psidium guajava-PSIDGU-PSIG"
